CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Especie_Acao;Classe_Acao;Dividendo_Distribuido;Montante;Data_Pagamento_Dividendo
08.324.196/0001-81;2020-01-01;8;102919;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2017-01-01;2017-12-31;Preferencial;Preferencial Classe A;Outros;7157718.87;2017-09-29
08.324.196/0001-81;2020-01-01;8;102919;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2017-01-01;2017-12-31;Preferencial;Preferencial Classe A;Juros Sobre Capital Próprio;1195313.86;2017-12-20
08.324.196/0001-81;2020-01-01;8;102919;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2017-01-01;2017-12-31;Preferencial;Preferencial Classe A;Juros Sobre Capital Próprio;2333709.70;2017-09-29
08.324.196/0001-81;2020-01-01;8;102919;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2017-01-01;2017-12-31;Preferencial;Preferencial Classe B;Outros;6864016.59;2018-08-17
08.324.196/0001-81;2020-01-01;8;102919;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2017-01-01;2017-12-31;Preferencial;Preferencial Classe B;Juros Sobre Capital Próprio;3243155.59;2017-08-23
08.324.196/0001-81;2020-01-01;8;102919;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2017-01-01;2017-12-31;Preferencial;Preferencial Classe B;Outros;6155780.96;2017-09-29
08.324.196/0001-81;2020-01-01;8;102919;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2017-01-01;2017-12-31;Preferencial;Preferencial Classe B;Juros Sobre Capital Próprio;1027993.76;2017-12-20
08.324.196/0001-81;2020-01-01;8;102919;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2017-01-01;2017-12-31;Preferencial;Preferencial Classe B;Juros Sobre Capital Próprio;2007036.88;2017-09-29
08.324.196/0001-81;2020-01-01;8;102919;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;20549507.77;2018-08-01
08.324.196/0001-81;2020-01-01;8;102919;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;20000806.40;2019-02-27
08.324.196/0001-81;2020-01-01;8;102919;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2018-01-01;2018-12-31;Ordinária;;Outros;108516476.27;2019-05-15
08.324.196/0001-81;2020-01-01;8;102919;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2018-01-01;2018-12-31;Preferencial;Preferencial Classe A;Juros Sobre Capital Próprio;3590011.10;2018-08-01
08.324.196/0001-81;2020-01-01;8;102919;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2018-01-01;2018-12-31;Preferencial;Preferencial Classe A;Juros Sobre Capital Próprio;3494152.65;2019-02-27
08.324.196/0001-81;2020-01-01;8;102919;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2018-01-01;2018-12-31;Preferencial;Preferencial Classe A;Outros;18957892.25;2019-05-15
08.324.196/0001-81;2020-01-01;8;102919;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2018-01-01;2018-12-31;Preferencial;Preferencial Classe B;Juros Sobre Capital Próprio;3087481.13;2018-08-01
08.324.196/0001-81;2020-01-01;8;102919;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2018-01-01;2018-12-31;Preferencial;Preferencial Classe B;Juros Sobre Capital Próprio;3005040.95;2019-02-27
08.324.196/0001-81;2020-01-01;8;102919;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2018-01-01;2018-12-31;Preferencial;Preferencial Classe B;Outros;16304165.39;2019-05-15
08.324.196/0001-81;2020-01-01;8;102919;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;22566947.60;2019-08-07
08.324.196/0001-81;2020-01-01;8;102919;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;18030915.66;2020-06-30
08.324.196/0001-81;2020-01-01;8;102919;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2019-01-01;2019-12-31;Ordinária;;Outros;3347190.43;2020-12-30
08.324.196/0001-81;2020-01-01;8;102919;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2019-01-01;2019-12-31;Preferencial;Preferencial Classe A;Juros Sobre Capital Próprio;3942459.02;2019-08-07
08.324.196/0001-81;2020-01-01;8;102919;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2019-01-01;2019-12-31;Preferencial;Preferencial Classe A;Juros Sobre Capital Próprio;3150011.57;2020-06-30
08.324.196/0001-81;2020-01-01;8;102919;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2019-01-01;2019-12-31;Preferencial;Preferencial Classe A;Outros;584756.14;2020-12-30
08.324.196/0001-81;2020-01-01;8;102919;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2019-01-01;2019-12-31;Preferencial;Preferencial Classe B;Juros Sobre Capital Próprio;3390593.38;2019-08-07
08.324.196/0001-81;2020-01-01;8;102919;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2019-01-01;2019-12-31;Preferencial;Preferencial Classe B;Juros Sobre Capital Próprio;2709072.77;2020-06-30
08.324.196/0001-81;2020-01-01;8;102919;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2019-01-01;2019-12-31;Preferencial;Preferencial Classe B;Outros;502901.94;2020-12-30
08.343.492/0001-20;2020-01-01;9;103102;MRV ENGENHARIA E PARTICIPACOES S.A.;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;155183000.00;2018-06-15
08.343.492/0001-20;2020-01-01;9;103102;MRV ENGENHARIA E PARTICIPACOES S.A.;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;163948285.39;2019-06-13
08.343.492/0001-20;2020-01-01;9;103102;MRV ENGENHARIA E PARTICIPACOES S.A.;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;163933138.74;
08.364.948/0001-38;2020-01-01;6;100969;ALUPAR INVESTIMENTO S/A;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;107452074.60;2018-06-20
08.364.948/0001-38;2020-01-01;6;100969;ALUPAR INVESTIMENTO S/A;2017-01-01;2017-12-31;Preferencial;;Dividendo Obrigatório;50787953.82;2018-06-20
08.364.948/0001-38;2020-01-01;6;100969;ALUPAR INVESTIMENTO S/A;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;125360753.70;
08.364.948/0001-38;2020-01-01;6;100969;ALUPAR INVESTIMENTO S/A;2018-01-01;2018-12-31;Preferencial;;Dividendo Obrigatório;59252612.79;
08.364.948/0001-38;2020-01-01;6;100969;ALUPAR INVESTIMENTO S/A;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;137299873.10;
08.364.948/0001-38;2020-01-01;6;100969;ALUPAR INVESTIMENTO S/A;2019-01-01;2019-12-31;Preferencial;;Dividendo Obrigatório;64895718.77;
08.402.943/0001-52;2020-01-01;6;104340;GUARARAPES CONFECCOES S.A.;2017-01-01;2017-12-31;Ordinária;;Juros Sobre Capital Próprio;54369120.00;2018-05-03
08.402.943/0001-52;2020-01-01;6;104340;GUARARAPES CONFECCOES S.A.;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;3038880.00;2018-05-09
08.402.943/0001-52;2020-01-01;6;104340;GUARARAPES CONFECCOES S.A.;2017-01-01;2017-12-31;Preferencial;;Juros Sobre Capital Próprio;59804160.00;2018-05-03
08.402.943/0001-52;2020-01-01;6;104340;GUARARAPES CONFECCOES S.A.;2017-01-01;2017-12-31;Preferencial;;Dividendo Obrigatório;3219840.00;2018-05-09
08.402.943/0001-52;2020-01-01;6;104340;GUARARAPES CONFECCOES S.A.;2018-01-01;2018-12-31;Ordinária;;Juros Sobre Capital Próprio;122360160.00;2019-05-10
08.402.943/0001-52;2020-01-01;6;104340;GUARARAPES CONFECCOES S.A.;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;20663760.00;2019-05-10
08.402.943/0001-52;2020-01-01;6;104340;GUARARAPES CONFECCOES S.A.;2018-01-01;2018-12-31;Preferencial;;Juros Sobre Capital Próprio;134596800.00;2019-05-10
08.402.943/0001-52;2020-01-01;6;104340;GUARARAPES CONFECCOES S.A.;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;238167098.62;2020-04-30
08.402.943/0001-52;2020-01-01;6;104340;GUARARAPES CONFECCOES S.A.;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;58992657.47;2020-05-29
08.424.178/0001-71;2020-01-01;1;95172;TECBLU TECELAGEM BLUMENAU S.A.;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;0.00;
08.424.178/0001-71;2020-01-01;1;95172;TECBLU TECELAGEM BLUMENAU S.A.;2018-01-01;2018-12-31;Ordinária;;;0.00;
08.424.178/0001-71;2020-01-01;1;95172;TECBLU TECELAGEM BLUMENAU S.A.;2019-01-01;2019-12-31;Ordinária;;;0.00;
08.424.178/0001-71;2020-01-01;1;95172;TECBLU TECELAGEM BLUMENAU S.A.;2019-01-01;2019-12-31;Preferencial;;;0.00;
08.439.659/0001-50;2020-01-01;10;104781;CPFL ENERGIAS RENOVÁVEIS S.A.;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;3624479.78;2018-06-19
08.560.444/0001-93;2020-01-01;5;103763;CIA CELG DE PARTICIPACOES - CELGPAR;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;0.00;
08.560.444/0001-93;2020-01-01;5;103763;CIA CELG DE PARTICIPACOES - CELGPAR;2018-01-01;2018-12-31;Ordinária;;Outros;0.00;
08.560.444/0001-93;2020-01-01;5;103763;CIA CELG DE PARTICIPACOES - CELGPAR;2019-01-01;2019-12-31;Ordinária;;;0.00;
08.574.411/0001-00;2020-01-01;5;103989;PRÁTICA PRODUTOS S.A.;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;1452724.97;2018-06-26
08.574.411/0001-00;2020-01-01;5;103989;PRÁTICA PRODUTOS S.A.;2017-01-01;2017-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;161613.40;2018-06-26
08.574.411/0001-00;2020-01-01;5;103989;PRÁTICA PRODUTOS S.A.;2017-01-01;2017-12-31;Preferencial;Preferencial Classe B;Dividendo Obrigatório;179371.12;2018-06-26
08.574.411/0001-00;2020-01-01;5;103989;PRÁTICA PRODUTOS S.A.;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;1233900.00;2018-06-28
08.574.411/0001-00;2020-01-01;5;103989;PRÁTICA PRODUTOS S.A.;2018-01-01;2018-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;137100.00;2018-06-28
08.574.411/0001-00;2020-01-01;5;103989;PRÁTICA PRODUTOS S.A.;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;514890.00;2020-08-28
08.574.411/0001-00;2020-01-01;5;103989;PRÁTICA PRODUTOS S.A.;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;1201410.00;2021-03-31
08.574.411/0001-00;2020-01-01;5;103989;PRÁTICA PRODUTOS S.A.;2019-01-01;2019-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;57210.00;2020-08-28
08.574.411/0001-00;2020-01-01;5;103989;PRÁTICA PRODUTOS S.A.;2019-01-01;2019-12-31;Preferencial;Preferencial Classe A;Dividendo Obrigatório;133490.00;2021-03-31
08.764.621/0001-53;2020-01-01;3;103889;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;2017-01-01;2017-12-31;Ordinária;;;0.00;
08.764.621/0001-53;2020-01-01;3;103889;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;2019-01-01;2019-12-31;Ordinária;;;0.00;
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;1068000.00;2017-02-28
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;1118000.00;2017-03-31
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;50000.00;2017-04-10
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;50000.00;2017-04-25
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;50000.00;2017-05-08
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;1050000.00;2017-06-22
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;50000.00;2017-06-27
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;1018000.00;2017-07-20
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;50000.00;2017-08-21
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;1018000.00;2017-08-24
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;1018000.00;2017-09-14
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;50000.00;2017-09-28
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;100000.00;2017-10-03
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;1000000.00;2017-10-09
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;50000.00;2017-10-27
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;13500000.00;2017-11-08
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;2036000.00;2017-11-10
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;50000.00;2017-11-24
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;50000.00;2017-12-15
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;8937000.00;2017-12-31
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;1018000.00;2018-12-14
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;5092000.00;2018-12-31
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;1018000.00;2018-11-16
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;1018000.00;2018-10-26
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;100000.00;2018-10-03
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;1018000.00;2018-09-17
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;50000.00;2018-09-14
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;1018000.00;2018-08-23
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;1018000.00;2018-07-19
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;100000.00;2018-07-11
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;50000.00;2018-06-01
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;100000.00;2018-05-18
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;1018000.00;2018-05-17
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;50000.00;2018-04-27
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;1018000.00;2018-04-19
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;50000.00;2018-04-13
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;50000.00;2018-04-02
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;1018000.00;2018-03-23
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;50000.00;2018-03-02
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;1018000.00;2018-02-23
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;50000.00;2018-01-26
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;2035000.00;2018-01-12
08.773.135/0001-00;2020-01-01;5;102932;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2019-01-01;2019-12-31;Ordinária;;;0.00;
08.773.191/0001-36;2020-01-01;1;95240;BRASILIANA PARTICIPAÇÕES S/A;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;27839861.30;
08.773.191/0001-36;2020-01-01;1;95240;BRASILIANA PARTICIPAÇÕES S/A;2017-01-01;2017-12-31;Preferencial;;Dividendo Obrigatório;2319988.80;
08.773.191/0001-36;2020-01-01;1;95240;BRASILIANA PARTICIPAÇÕES S/A;2018-01-01;2018-12-31;Ordinária;;;0.00;
08.773.191/0001-36;2020-01-01;1;95240;BRASILIANA PARTICIPAÇÕES S/A;2018-01-01;2018-12-31;Preferencial;;;0.00;
08.773.191/0001-36;2020-01-01;1;95240;BRASILIANA PARTICIPAÇÕES S/A;2019-01-01;2019-12-31;Ordinária;;;0.00;
08.773.191/0001-36;2020-01-01;1;95240;BRASILIANA PARTICIPAÇÕES S/A;2019-01-01;2019-12-31;Preferencial;;;0.00;
08.795.211/0001-70;2020-01-01;4;104038;MAESTRO LOCADORA DE VEICULOS S.A.;2017-01-01;2017-12-31;Ordinária;;;0.00;
08.795.211/0001-70;2020-01-01;4;104038;MAESTRO LOCADORA DE VEICULOS S.A.;2018-01-01;2018-12-31;Ordinária;;;0.00;
08.797.760/0001-83;2020-01-01;6;103656;CURY CONSTRUTORA E INCORPORADORA S.A.;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;28208521.59;2018-08-15
08.797.760/0001-83;2020-01-01;6;103656;CURY CONSTRUTORA E INCORPORADORA S.A.;2017-01-01;2017-12-31;Ordinária;;Outros;39791478.41;2018-08-15
08.797.760/0001-83;2020-01-01;6;103656;CURY CONSTRUTORA E INCORPORADORA S.A.;2017-01-01;2017-12-31;Ordinária;;Outros;129967966.35;
08.797.760/0001-83;2020-01-01;6;103656;CURY CONSTRUTORA E INCORPORADORA S.A.;2017-01-01;2017-12-31;Ordinária;;Outros;2000000.00;2018-08-17
08.797.760/0001-83;2020-01-01;6;103656;CURY CONSTRUTORA E INCORPORADORA S.A.;2018-01-01;2018-12-31;Ordinária;;Outros;561168.03;2019-10-31
08.797.760/0001-83;2020-01-01;6;103656;CURY CONSTRUTORA E INCORPORADORA S.A.;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;32749865.47;2019-10-31
08.797.760/0001-83;2020-01-01;6;103656;CURY CONSTRUTORA E INCORPORADORA S.A.;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;40032033.65;
08.801.621/0001-86;2020-01-01;6;103850;SYN PROP & TECH S.A.;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;41373565.87;2017-09-01
08.801.621/0001-86;2020-01-01;6;103850;SYN PROP & TECH S.A.;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;7792313.19;2020-05-26
08.807.432/0001-10;2020-01-01;8;104577;YDUQS PARTICIPACOES S.A.;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;100840012.45;2018-06-14
08.807.432/0001-10;2020-01-01;8;104577;YDUQS PARTICIPACOES S.A.;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;153157405.74;2019-06-13
08.807.432/0001-10;2020-01-01;8;104577;YDUQS PARTICIPACOES S.A.;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;153458292.64;2020-12-30
08.810.422/0001-34;2020-01-01;1;99231;GUARARAPES PAINÉIS S.A.;2017-01-01;2017-12-31;Ordinária;;;0.00;
08.810.422/0001-34;2020-01-01;1;99231;GUARARAPES PAINÉIS S.A.;2018-01-01;2018-12-31;Ordinária;;;0.00;
08.810.422/0001-34;2020-01-01;1;99231;GUARARAPES PAINÉIS S.A.;2019-01-01;2019-12-31;Ordinária;;;0.00;
08.810.422/0001-34;2020-01-01;1;99231;GUARARAPES PAINÉIS S.A.;2020-01-01;2020-12-31;Ordinária;;;0.00;
08.902.291/0001-15;2020-01-01;5;103856;CSN MINERAÇÃO S.A.;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;208283457.11;2018-07-31
08.902.291/0001-15;2020-01-01;5;103856;CSN MINERAÇÃO S.A.;2017-01-01;2017-12-31;Ordinária;;Outros;208283457.11;2018-08-23
08.902.291/0001-15;2020-01-01;5;103856;CSN MINERAÇÃO S.A.;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;252186246.28;2019-04-01
08.902.291/0001-15;2020-01-01;5;103856;CSN MINERAÇÃO S.A.;2018-01-01;2018-12-31;Ordinária;;Outros;756558738.82;2019-04-01
08.902.291/0001-15;2020-01-01;5;103856;CSN MINERAÇÃO S.A.;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;837958872.64;2019-09-20
08.902.291/0001-15;2020-01-01;5;103856;CSN MINERAÇÃO S.A.;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;388041127.36;2019-09-20
08.902.291/0001-15;2020-01-01;5;103856;CSN MINERAÇÃO S.A.;2019-01-01;2019-12-31;Ordinária;;Juros Sobre Capital Próprio;133105224.55;2019-12-05
08.902.291/0001-15;2020-01-01;5;103856;CSN MINERAÇÃO S.A.;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;32303564.87;2020-07-17
08.902.291/0001-15;2020-01-01;5;103856;CSN MINERAÇÃO S.A.;2019-01-01;2019-12-31;Ordinária;;Outros;1047696435.13;2020-07-17
08.902.291/0001-15;2020-01-01;5;103856;CSN MINERAÇÃO S.A.;2020-01-01;2020-12-31;Ordinária;;;0.00;
09.041.168/0001-10;2020-01-01;4;97132;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;2017-01-01;2017-12-31;Ordinária;;Dividendo Obrigatório;3554054.49;2018-07-13
09.041.168/0001-10;2020-01-01;4;97132;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;2018-01-01;2018-12-31;Ordinária;;Dividendo Obrigatório;10328105.13;2019-06-12
09.041.168/0001-10;2020-01-01;4;97132;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;2019-01-01;2019-12-31;Ordinária;;Dividendo Obrigatório;21422877.95;2020-05-29
09.042.817/0001-05;2020-01-01;7;104839;BEMOBI MOBILE TECH S.A.;2017-01-01;2017-12-31;Ordinária;;Juros Sobre Capital Próprio;0.00;
09.042.817/0001-05;2020-01-01;7;104839;BEMOBI MOBILE TECH S.A.;2017-01-01;2017-12-31;Ordinária;;Outros;27842000.00;2017-09-01
09.042.817/0001-05;2020-01-01;7;104839;BEMOBI MOBILE TECH S.A.;2017-01-01;2017-12-31;Ordinária;;Outros;28153000.00;2017-02-23
09.042.817/0001-05;2020-01-01;7;104839;BEMOBI MOBILE TECH S.A.;2018-01-01;2018-12-31;Ordinária;;;0.00;
09.042.817/0001-05;2020-01-01;7;104839;BEMOBI MOBILE TECH S.A.;2019-01-01;2019-12-31;Ordinária;;;0.00;
09.042.817/0001-05;2020-01-01;7;104839;BEMOBI MOBILE TECH S.A.;2020-01-01;2020-12-31;Ordinária;;;0.00;
