CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Codigo_Conta;Descricao_Conta;Valor;Informacao_Financeira;Tipo_Moeda;Escala_Moeda
00.272.185/0001-93;2020-01-01;3;103184;CIMS S.A.;2019-01-01;2019-12-31;g;Valor Patrimonial da Ação (Reais Unidade);0.00050576;Individual;Real;Unidade
00.272.185/0001-93;2020-01-01;3;103184;CIMS S.A.;2019-01-01;2019-12-31;h;Resultado Básico por Ação;-0.02000000;Individual;Real;Unidade
00.272.185/0001-93;2020-01-01;3;103184;CIMS S.A.;2019-01-01;2019-12-31;i;Resultado Diluído por Ação;-0.02000000;Individual;Real;Unidade
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;2017-01-01;2017-12-31;a;Patrimônio Líquido;589821194.27000000;Consolidado;Real;Unidade
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;2017-01-01;2017-12-31;b;Ativo Total;3425225708.02000000;Consolidado;Real;Unidade
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;2017-01-01;2017-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;73292656.96000000;Consolidado;Real;Unidade
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;2017-01-01;2017-12-31;d;Resultado Bruto;-119952874.96000000;Consolidado;Real;Unidade
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;2017-01-01;2017-12-31;e;Resultado Líquido;-243816961.83000000;Consolidado;Real;Unidade
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;2017-01-01;2017-12-31;f;Número de Ações, Ex-Tesouraria;49605297.00000000;Consolidado;Real;Unidade
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;2017-01-01;2017-12-31;g;Valor Patrimonial da Ação (Reais Unidade);11.89030000;Consolidado;Real;Unidade
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;2017-01-01;2017-12-31;h;Resultado Básico por Ação;-16.26560000;Consolidado;Real;Unidade
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;2017-01-01;2017-12-31;i;Resultado Diluído por Ação;-16.26000000;Consolidado;Real;Unidade
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;2018-01-01;2018-12-31;a;Patrimônio Líquido;370433104.21000000;Consolidado;Real;Unidade
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;2018-01-01;2018-12-31;b;Ativo Total;3585268527.08000000;Consolidado;Real;Unidade
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;2018-01-01;2018-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;119651850.31000000;Consolidado;Real;Unidade
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;2018-01-01;2018-12-31;d;Resultado Bruto;-118234573.96000000;Consolidado;Real;Unidade
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;2018-01-01;2018-12-31;e;Resultado Líquido;-224851254.91000000;Consolidado;Real;Unidade
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;2018-01-01;2018-12-31;f;Número de Ações, Ex-Tesouraria;49605297.00000000;Consolidado;Real;Unidade
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;2018-01-01;2018-12-31;g;Valor Patrimonial da Ação (Reais Unidade);7.46760000;Consolidado;Real;Unidade
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;2018-01-01;2018-12-31;h;Resultado Básico por Ação;-4.53290000;Consolidado;Real;Unidade
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;2018-01-01;2018-12-31;i;Resultado Diluído por Ação;-4532.90000000;Consolidado;Real;Unidade
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;2019-01-01;2019-12-31;a;Patrimônio Líquido;1646732752.28000000;Consolidado;Real;Unidade
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;2019-01-01;2019-12-31;b;Ativo Total;4297986173.23000000;Consolidado;Real;Unidade
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;2019-01-01;2019-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;204253171.48000000;Consolidado;Real;Unidade
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;2019-01-01;2019-12-31;d;Resultado Bruto;-213651698.14000000;Consolidado;Real;Unidade
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;2019-01-01;2019-12-31;e;Resultado Líquido;-237525902.12000000;Consolidado;Real;Unidade
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;2019-01-01;2019-12-31;f;Número de Ações, Ex-Tesouraria;49605297.00000000;Consolidado;Real;Unidade
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;2019-01-01;2019-12-31;g;Valor Patrimonial da Ação (Reais Unidade);33.19670000;Consolidado;Real;Unidade
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;2019-01-01;2019-12-31;h;Resultado Básico por Ação;-4.79080000;Consolidado;Real;Unidade
00.336.701/0001-04;2020-01-01;12;103080;TELEC BRASILEIRAS S.A. TELEBRAS;2019-01-01;2019-12-31;i;Resultado Diluído por Ação;-4.79080000;Consolidado;Real;Unidade
00.359.742/0001-08;2020-01-01;5;102800;FICTOR ALIMENTOS S.A.;2017-01-01;2017-12-31;a;Patrimônio Líquido;-4065873.92000000;Individual;Real;Unidade
00.359.742/0001-08;2020-01-01;5;102800;FICTOR ALIMENTOS S.A.;2017-01-01;2017-12-31;b;Ativo Total;4950840.79000000;Individual;Real;Unidade
00.359.742/0001-08;2020-01-01;5;102800;FICTOR ALIMENTOS S.A.;2017-01-01;2017-12-31;e;Resultado Líquido;4064884.51000000;Individual;Real;Unidade
00.359.742/0001-08;2020-01-01;5;102800;FICTOR ALIMENTOS S.A.;2017-01-01;2017-12-31;f;Número de Ações, Ex-Tesouraria;20898994.00000000;Individual;Real;Unidade
00.359.742/0001-08;2020-01-01;5;102800;FICTOR ALIMENTOS S.A.;2017-01-01;2017-12-31;g;Valor Patrimonial da Ação (Reais Unidade);-0.19454883;Individual;Real;Unidade
00.359.742/0001-08;2020-01-01;5;102800;FICTOR ALIMENTOS S.A.;2017-01-01;2017-12-31;h;Resultado Básico por Ação;0.19450144;Individual;Real;Unidade
00.359.742/0001-08;2020-01-01;5;102800;FICTOR ALIMENTOS S.A.;2018-01-01;2018-12-31;a;Patrimônio Líquido;3012779.08000000;Individual;Real;Unidade
00.359.742/0001-08;2020-01-01;5;102800;FICTOR ALIMENTOS S.A.;2018-01-01;2018-12-31;b;Ativo Total;11144599.71000000;Individual;Real;Unidade
00.359.742/0001-08;2020-01-01;5;102800;FICTOR ALIMENTOS S.A.;2018-01-01;2018-12-31;e;Resultado Líquido;7078653.00000000;Individual;Real;Unidade
00.359.742/0001-08;2020-01-01;5;102800;FICTOR ALIMENTOS S.A.;2018-01-01;2018-12-31;f;Número de Ações, Ex-Tesouraria;20898994.00000000;Individual;Real;Unidade
00.359.742/0001-08;2020-01-01;5;102800;FICTOR ALIMENTOS S.A.;2018-01-01;2018-12-31;g;Valor Patrimonial da Ação (Reais Unidade);0.14415905;Individual;Real;Unidade
00.359.742/0001-08;2020-01-01;5;102800;FICTOR ALIMENTOS S.A.;2018-01-01;2018-12-31;h;Resultado Básico por Ação;0.33870783;Individual;Real;Unidade
00.359.742/0001-08;2020-01-01;5;102800;FICTOR ALIMENTOS S.A.;2019-01-01;2019-12-31;a;Patrimônio Líquido;5125910.54000000;Individual;Real;Unidade
00.359.742/0001-08;2020-01-01;5;102800;FICTOR ALIMENTOS S.A.;2019-01-01;2019-12-31;b;Ativo Total;13258581.76000000;Individual;Real;Unidade
00.359.742/0001-08;2020-01-01;5;102800;FICTOR ALIMENTOS S.A.;2019-01-01;2019-12-31;e;Resultado Líquido;2113131.46000000;Individual;Real;Unidade
00.359.742/0001-08;2020-01-01;5;102800;FICTOR ALIMENTOS S.A.;2019-01-01;2019-12-31;f;Número de Ações, Ex-Tesouraria;20898994.00000000;Individual;Real;Unidade
00.359.742/0001-08;2020-01-01;5;102800;FICTOR ALIMENTOS S.A.;2019-01-01;2019-12-31;g;Valor Patrimonial da Ação (Reais Unidade);0.24527068;Individual;Real;Unidade
00.359.742/0001-08;2020-01-01;5;102800;FICTOR ALIMENTOS S.A.;2019-01-01;2019-12-31;h;Resultado Básico por Ação;0.10111635;Individual;Real;Unidade
00.389.481/0001-79;2020-01-01;2;99896;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;2017-01-01;2017-12-31;a;Patrimônio Líquido;94195000.00000000;Individual;Real;Unidade
00.389.481/0001-79;2020-01-01;2;99896;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;2017-01-01;2017-12-31;b;Ativo Total;744178000.00000000;Individual;Real;Unidade
00.389.481/0001-79;2020-01-01;2;99896;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;2017-01-01;2017-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;277789000.00000000;Individual;Real;Unidade
00.389.481/0001-79;2020-01-01;2;99896;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;2017-01-01;2017-12-31;d;Resultado Bruto;148537000.00000000;Individual;Real;Unidade
00.389.481/0001-79;2020-01-01;2;99896;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;2017-01-01;2017-12-31;e;Resultado Líquido;5699000.00000000;Individual;Real;Unidade
00.389.481/0001-79;2020-01-01;2;99896;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;2017-01-01;2017-12-31;f;Número de Ações, Ex-Tesouraria;95496.00000000;Individual;Real;Unidade
00.389.481/0001-79;2020-01-01;2;99896;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;2017-01-01;2017-12-31;g;Valor Patrimonial da Ação (Reais Unidade);9.86376393;Individual;Real;Unidade
00.389.481/0001-79;2020-01-01;2;99896;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;2017-01-01;2017-12-31;h;Resultado Básico por Ação;59.67789227;Individual;Real;Unidade
00.389.481/0001-79;2020-01-01;2;99896;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;2017-01-01;2017-12-31;i;Resultado Diluído por Ação;59.67000000;Individual;Real;Unidade
00.389.481/0001-79;2020-01-01;2;99896;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;2018-01-01;2018-12-31;a;Patrimônio Líquido;101845000.00000000;Individual;Real;Unidade
00.389.481/0001-79;2020-01-01;2;99896;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;2018-01-01;2018-12-31;b;Ativo Total;1021023000.00000000;Individual;Real;Unidade
00.389.481/0001-79;2020-01-01;2;99896;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;2018-01-01;2018-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;322304000.00000000;Individual;Real;Unidade
00.389.481/0001-79;2020-01-01;2;99896;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;2018-01-01;2018-12-31;d;Resultado Bruto;105056000.00000000;Individual;Real;Unidade
00.389.481/0001-79;2020-01-01;2;99896;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;2018-01-01;2018-12-31;e;Resultado Líquido;12000000.00000000;Individual;Real;Unidade
00.389.481/0001-79;2020-01-01;2;99896;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;2018-01-01;2018-12-31;f;Número de Ações, Ex-Tesouraria;95496.00000000;Individual;Real;Unidade
00.389.481/0001-79;2020-01-01;2;99896;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;2018-01-01;2018-12-31;g;Valor Patrimonial da Ação (Reais Unidade);10.66484460;Individual;Real;Unidade
00.389.481/0001-79;2020-01-01;2;99896;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;2018-01-01;2018-12-31;h;Resultado Básico por Ação;125.65971350;Individual;Real;Unidade
00.389.481/0001-79;2020-01-01;2;99896;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;2018-01-01;2018-12-31;i;Resultado Diluído por Ação;125.66000000;Individual;Real;Unidade
00.389.481/0001-79;2020-01-01;2;99896;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;2019-01-01;2019-12-31;a;Patrimônio Líquido;122878000.00000000;Individual;Real;Unidade
00.389.481/0001-79;2020-01-01;2;99896;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;2019-01-01;2019-12-31;b;Ativo Total;1489946000.00000000;Individual;Real;Unidade
00.389.481/0001-79;2020-01-01;2;99896;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;2019-01-01;2019-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;464737000.00000000;Individual;Real;Unidade
00.389.481/0001-79;2020-01-01;2;99896;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;2019-01-01;2019-12-31;d;Resultado Bruto;140623000.00000000;Individual;Real;Unidade
00.389.481/0001-79;2020-01-01;2;99896;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;2019-01-01;2019-12-31;e;Resultado Líquido;31754000.00000000;Individual;Real;Unidade
00.389.481/0001-79;2020-01-01;2;99896;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;2019-01-01;2019-12-31;f;Número de Ações, Ex-Tesouraria;95496.00000000;Individual;Real;Unidade
00.389.481/0001-79;2020-01-01;2;99896;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;2019-01-01;2019-12-31;g;Valor Patrimonial da Ação (Reais Unidade);12.86734523;Individual;Real;Unidade
00.389.481/0001-79;2020-01-01;2;99896;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;2019-01-01;2019-12-31;h;Resultado Básico por Ação;332.51798599;Individual;Real;Unidade
00.389.481/0001-79;2020-01-01;2;99896;LM TRANSPORTES INTERESTADUAIS SERVIÇOS E COMÉRCIO S.A.;2019-01-01;2019-12-31;i;Resultado Diluído por Ação;332.52000000;Individual;Real;Unidade
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;2017-01-01;2017-12-31;a;Patrimônio Líquido;390608000.00000000;Consolidado;Real;Unidade
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;2017-01-01;2017-12-31;b;Ativo Total;3584772000.00000000;Consolidado;Real;Unidade
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;2017-01-01;2017-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;299169000.00000000;Consolidado;Real;Unidade
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;2017-01-01;2017-12-31;d;Resultado Bruto;52763000.00000000;Consolidado;Real;Unidade
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;2017-01-01;2017-12-31;e;Resultado Líquido;47681000.00000000;Consolidado;Real;Unidade
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;2017-01-01;2017-12-31;f;Número de Ações, Ex-Tesouraria;70745796.00000000;Consolidado;Real;Unidade
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;2017-01-01;2017-12-31;g;Valor Patrimonial da Ação (Reais Unidade);5.52000000;Consolidado;Real;Unidade
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;2017-01-01;2017-12-31;h;Resultado Básico por Ação;0.65950000;Consolidado;Real;Unidade
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;2017-01-01;2017-12-31;i;Resultado Diluído por Ação;0.64000000;Consolidado;Real;Unidade
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;2018-01-01;2018-12-31;a;Patrimônio Líquido;932188000.00000000;Consolidado;Real;Unidade
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;2018-01-01;2018-12-31;b;Ativo Total;5622883000.00000000;Consolidado;Real;Unidade
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;2018-01-01;2018-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;465547000.00000000;Consolidado;Real;Unidade
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;2018-01-01;2018-12-31;d;Resultado Bruto;69448000.00000000;Consolidado;Real;Unidade
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;2018-01-01;2018-12-31;e;Resultado Líquido;55773000.00000000;Consolidado;Real;Unidade
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;2018-01-01;2018-12-31;f;Número de Ações, Ex-Tesouraria;101290944.00000000;Consolidado;Real;Unidade
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;2018-01-01;2018-12-31;g;Valor Patrimonial da Ação (Reais Unidade);9.20000000;Consolidado;Real;Unidade
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;2018-01-01;2018-12-31;h;Resultado Básico por Ação;0.59220000;Consolidado;Real;Unidade
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;2018-01-01;2018-12-31;i;Resultado Diluído por Ação;0.59000000;Consolidado;Real;Unidade
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;2019-01-01;2019-12-31;a;Patrimônio Líquido;2159630000.00000000;Consolidado;Real;Unidade
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;2019-01-01;2019-12-31;b;Ativo Total;10053254000.00000000;Consolidado;Real;Unidade
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;2019-01-01;2019-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;741326000.00000000;Consolidado;Real;Unidade
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;2019-01-01;2019-12-31;d;Resultado Bruto;46884000.00000000;Consolidado;Real;Unidade
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;2019-01-01;2019-12-31;e;Resultado Líquido;58090000.00000000;Consolidado;Real;Unidade
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;2019-01-01;2019-12-31;f;Número de Ações, Ex-Tesouraria;702805002.00000000;Consolidado;Real;Unidade
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;2019-01-01;2019-12-31;g;Valor Patrimonial da Ação (Reais Unidade);3.07287227;Consolidado;Real;Unidade
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;2019-01-01;2019-12-31;h;Resultado Básico por Ação;0.35630000;Consolidado;Real;Unidade
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;2019-01-01;2019-12-31;i;Resultado Diluído por Ação;0.36000000;Consolidado;Real;Unidade
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;2020-01-01;2020-12-31;a;Patrimônio Líquido;2154152000.00000000;Consolidado;Real;Unidade
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;2020-01-01;2020-12-31;b;Ativo Total;12388718000.00000000;Consolidado;Real;Unidade
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;2020-01-01;2020-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;569415000.00000000;Consolidado;Real;Unidade
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;2020-01-01;2020-12-31;d;Resultado Bruto;-40641000.00000000;Consolidado;Real;Unidade
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;2020-01-01;2020-12-31;e;Resultado Líquido;-5756000.00000000;Consolidado;Real;Unidade
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;2020-01-01;2020-12-31;f;Número de Ações, Ex-Tesouraria;702947730.00000000;Consolidado;Real;Unidade
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;2020-01-01;2020-12-31;g;Valor Patrimonial da Ação (Reais Unidade);3.06445545;Consolidado;Real;Unidade
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;2020-01-01;2020-12-31;h;Resultado Básico por Ação;-0.01361000;Consolidado;Real;Unidade
00.416.968/0001-01;2020-01-01;19;103618;BANCO INTER S.A.;2020-01-01;2020-12-31;i;Resultado Diluído por Ação;-0.01358000;Consolidado;Real;Unidade
00.545.378/0001-70;2020-01-01;1;95407;SERRA AZUL WATER PARK SA;2017-01-01;2017-12-31;a;Patrimônio Líquido;56982747.00000000;Individual;Real;Unidade
00.545.378/0001-70;2020-01-01;1;95407;SERRA AZUL WATER PARK SA;2017-01-01;2017-12-31;b;Ativo Total;68294294.00000000;Individual;Real;Unidade
00.545.378/0001-70;2020-01-01;1;95407;SERRA AZUL WATER PARK SA;2017-01-01;2017-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;33919559.00000000;Individual;Real;Unidade
00.545.378/0001-70;2020-01-01;1;95407;SERRA AZUL WATER PARK SA;2017-01-01;2017-12-31;d;Resultado Bruto;15756479.00000000;Individual;Real;Unidade
00.545.378/0001-70;2020-01-01;1;95407;SERRA AZUL WATER PARK SA;2017-01-01;2017-12-31;e;Resultado Líquido;2788923.00000000;Individual;Real;Unidade
00.545.378/0001-70;2020-01-01;1;95407;SERRA AZUL WATER PARK SA;2017-01-01;2017-12-31;f;Número de Ações, Ex-Tesouraria;29188116.00000000;Individual;Real;Unidade
00.545.378/0001-70;2020-01-01;1;95407;SERRA AZUL WATER PARK SA;2017-01-01;2017-12-31;g;Valor Patrimonial da Ação (Reais Unidade);1.95225848;Individual;Real;Unidade
00.545.378/0001-70;2020-01-01;1;95407;SERRA AZUL WATER PARK SA;2017-01-01;2017-12-31;h;Resultado Básico por Ação;0.09554995;Individual;Real;Unidade
00.545.378/0001-70;2020-01-01;1;95407;SERRA AZUL WATER PARK SA;2017-01-01;2017-12-31;i;Resultado Diluído por Ação;0.10000000;Individual;Real;Unidade
00.545.378/0001-70;2020-01-01;1;95407;SERRA AZUL WATER PARK SA;2018-01-01;2018-12-31;a;Patrimônio Líquido;57122875.00000000;Individual;Real;Unidade
00.545.378/0001-70;2020-01-01;1;95407;SERRA AZUL WATER PARK SA;2018-01-01;2018-12-31;b;Ativo Total;68029483.00000000;Individual;Real;Unidade
00.545.378/0001-70;2020-01-01;1;95407;SERRA AZUL WATER PARK SA;2018-01-01;2018-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;34160171.00000000;Individual;Real;Unidade
00.545.378/0001-70;2020-01-01;1;95407;SERRA AZUL WATER PARK SA;2018-01-01;2018-12-31;d;Resultado Bruto;15068518.00000000;Individual;Real;Unidade
00.545.378/0001-70;2020-01-01;1;95407;SERRA AZUL WATER PARK SA;2018-01-01;2018-12-31;e;Resultado Líquido;1270423.00000000;Individual;Real;Unidade
00.545.378/0001-70;2020-01-01;1;95407;SERRA AZUL WATER PARK SA;2018-01-01;2018-12-31;f;Número de Ações, Ex-Tesouraria;29188116.00000000;Individual;Real;Unidade
00.545.378/0001-70;2020-01-01;1;95407;SERRA AZUL WATER PARK SA;2018-01-01;2018-12-31;g;Valor Patrimonial da Ação (Reais Unidade);1.95705934;Individual;Real;Unidade
00.545.378/0001-70;2020-01-01;1;95407;SERRA AZUL WATER PARK SA;2018-01-01;2018-12-31;h;Resultado Básico por Ação;0.04352540;Individual;Real;Unidade
00.545.378/0001-70;2020-01-01;1;95407;SERRA AZUL WATER PARK SA;2018-01-01;2018-12-31;i;Resultado Diluído por Ação;0.04000000;Individual;Real;Unidade
00.545.378/0001-70;2020-01-01;1;95407;SERRA AZUL WATER PARK SA;2019-01-01;2019-12-31;a;Patrimônio Líquido;56950758.20000000;Individual;Real;Unidade
00.545.378/0001-70;2020-01-01;1;95407;SERRA AZUL WATER PARK SA;2019-01-01;2019-12-31;b;Ativo Total;74653813.77000000;Individual;Real;Unidade
00.545.378/0001-70;2020-01-01;1;95407;SERRA AZUL WATER PARK SA;2019-01-01;2019-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;40299619.38000000;Individual;Real;Unidade
00.545.378/0001-70;2020-01-01;1;95407;SERRA AZUL WATER PARK SA;2019-01-01;2019-12-31;d;Resultado Bruto;18374045.00000000;Individual;Real;Unidade
00.545.378/0001-70;2020-01-01;1;95407;SERRA AZUL WATER PARK SA;2019-01-01;2019-12-31;e;Resultado Líquido;1614282.82000000;Individual;Real;Unidade
00.545.378/0001-70;2020-01-01;1;95407;SERRA AZUL WATER PARK SA;2019-01-01;2019-12-31;f;Número de Ações, Ex-Tesouraria;29188116.00000000;Individual;Real;Unidade
00.545.378/0001-70;2020-01-01;1;95407;SERRA AZUL WATER PARK SA;2019-01-01;2019-12-31;g;Valor Patrimonial da Ação (Reais Unidade);1.95225848;Individual;Real;Unidade
00.545.378/0001-70;2020-01-01;1;95407;SERRA AZUL WATER PARK SA;2019-01-01;2019-12-31;h;Resultado Básico por Ação;0.05530617;Individual;Real;Unidade
