CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Codigo_Conta;Descricao_Conta;Valor;Informacao_Financeira;Tipo_Moeda;Escala_Moeda
02.762.121/0001-04;2020-01-01;10;103170;SANTOS BRASIL PARTICIPACOES S.A.;2017-01-01;2017-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;824051994.35000000;Consolidado;Real;Unidade
02.762.121/0001-04;2020-01-01;10;103170;SANTOS BRASIL PARTICIPACOES S.A.;2017-01-01;2017-12-31;d;Resultado Bruto;177691088.16000000;Consolidado;Real;Unidade
02.762.121/0001-04;2020-01-01;10;103170;SANTOS BRASIL PARTICIPACOES S.A.;2017-01-01;2017-12-31;e;Resultado Líquido;-5320740.76000000;Consolidado;Real;Unidade
02.762.121/0001-04;2020-01-01;10;103170;SANTOS BRASIL PARTICIPACOES S.A.;2017-01-01;2017-12-31;f;Número de Ações, Ex-Tesouraria;660855393.00000000;Consolidado;Real;Unidade
02.762.121/0001-04;2020-01-01;10;103170;SANTOS BRASIL PARTICIPACOES S.A.;2017-01-01;2017-12-31;g;Valor Patrimonial da Ação (Reais Unidade);2.01378316;Consolidado;Real;Unidade
02.762.121/0001-04;2020-01-01;10;103170;SANTOS BRASIL PARTICIPACOES S.A.;2017-01-01;2017-12-31;h;Resultado Básico por Ação;-0.00805129;Consolidado;Real;Unidade
02.762.121/0001-04;2020-01-01;10;103170;SANTOS BRASIL PARTICIPACOES S.A.;2017-01-01;2017-12-31;i;Resultado Diluído por Ação;-0.00796000;Consolidado;Real;Unidade
02.762.121/0001-04;2020-01-01;10;103170;SANTOS BRASIL PARTICIPACOES S.A.;2018-01-01;2018-12-31;a;Patrimônio Líquido;1341126864.10000000;Consolidado;Real;Unidade
02.762.121/0001-04;2020-01-01;10;103170;SANTOS BRASIL PARTICIPACOES S.A.;2018-01-01;2018-12-31;b;Ativo Total;2858331131.95000000;Consolidado;Real;Unidade
02.762.121/0001-04;2020-01-01;10;103170;SANTOS BRASIL PARTICIPACOES S.A.;2018-01-01;2018-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;921515414.14000000;Consolidado;Real;Unidade
02.762.121/0001-04;2020-01-01;10;103170;SANTOS BRASIL PARTICIPACOES S.A.;2018-01-01;2018-12-31;d;Resultado Bruto;247277743.89000000;Consolidado;Real;Unidade
02.762.121/0001-04;2020-01-01;10;103170;SANTOS BRASIL PARTICIPACOES S.A.;2018-01-01;2018-12-31;e;Resultado Líquido;2978724.70000000;Consolidado;Real;Unidade
02.762.121/0001-04;2020-01-01;10;103170;SANTOS BRASIL PARTICIPACOES S.A.;2018-01-01;2018-12-31;f;Número de Ações, Ex-Tesouraria;663058549.00000000;Consolidado;Real;Unidade
02.762.121/0001-04;2020-01-01;10;103170;SANTOS BRASIL PARTICIPACOES S.A.;2018-01-01;2018-12-31;g;Valor Patrimonial da Ação (Reais Unidade);2.02263717;Consolidado;Real;Unidade
02.762.121/0001-04;2020-01-01;10;103170;SANTOS BRASIL PARTICIPACOES S.A.;2018-01-01;2018-12-31;h;Resultado Básico por Ação;0.00449240;Consolidado;Real;Unidade
02.762.121/0001-04;2020-01-01;10;103170;SANTOS BRASIL PARTICIPACOES S.A.;2018-01-01;2018-12-31;i;Resultado Diluído por Ação;0.00444000;Consolidado;Real;Unidade
02.762.121/0001-04;2020-01-01;10;103170;SANTOS BRASIL PARTICIPACOES S.A.;2019-01-01;2019-12-31;a;Patrimônio Líquido;1352384829.40000000;Consolidado;Real;Unidade
02.762.121/0001-04;2020-01-01;10;103170;SANTOS BRASIL PARTICIPACOES S.A.;2019-01-01;2019-12-31;b;Ativo Total;3196122300.93000000;Consolidado;Real;Unidade
02.762.121/0001-04;2020-01-01;10;103170;SANTOS BRASIL PARTICIPACOES S.A.;2019-01-01;2019-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;972595443.21000000;Consolidado;Real;Unidade
02.762.121/0001-04;2020-01-01;10;103170;SANTOS BRASIL PARTICIPACOES S.A.;2019-01-01;2019-12-31;d;Resultado Bruto;250026630.71000000;Consolidado;Real;Unidade
02.762.121/0001-04;2020-01-01;10;103170;SANTOS BRASIL PARTICIPACOES S.A.;2019-01-01;2019-12-31;e;Resultado Líquido;15374650.73000000;Consolidado;Real;Unidade
02.762.121/0001-04;2020-01-01;10;103170;SANTOS BRASIL PARTICIPACOES S.A.;2019-01-01;2019-12-31;f;Número de Ações, Ex-Tesouraria;667663189.00000000;Consolidado;Real;Unidade
02.762.121/0001-04;2020-01-01;10;103170;SANTOS BRASIL PARTICIPACOES S.A.;2019-01-01;2019-12-31;g;Valor Patrimonial da Ação (Reais Unidade);2.02554949;Consolidado;Real;Unidade
02.762.121/0001-04;2020-01-01;10;103170;SANTOS BRASIL PARTICIPACOES S.A.;2019-01-01;2019-12-31;h;Resultado Básico por Ação;0.02302755;Consolidado;Real;Unidade
02.762.121/0001-04;2020-01-01;10;103170;SANTOS BRASIL PARTICIPACOES S.A.;2019-01-01;2019-12-31;i;Resultado Diluído por Ação;0.02296000;Consolidado;Real;Unidade
02.762.124/0001-30;2020-01-01;1;94926;BETAPART PARTICIPACOES S.A.;2017-01-01;2017-12-31;a;Patrimônio Líquido;1093699.10000000;Individual;Real;Unidade
02.762.124/0001-30;2020-01-01;1;94926;BETAPART PARTICIPACOES S.A.;2017-01-01;2017-12-31;b;Ativo Total;1093977.97000000;Individual;Real;Unidade
02.762.124/0001-30;2020-01-01;1;94926;BETAPART PARTICIPACOES S.A.;2017-01-01;2017-12-31;e;Resultado Líquido;-32872.31000000;Individual;Real;Unidade
02.762.124/0001-30;2020-01-01;1;94926;BETAPART PARTICIPACOES S.A.;2017-01-01;2017-12-31;f;Número de Ações, Ex-Tesouraria;2761620.00000000;Individual;Real;Unidade
02.762.124/0001-30;2020-01-01;1;94926;BETAPART PARTICIPACOES S.A.;2017-01-01;2017-12-31;g;Valor Patrimonial da Ação (Reais Unidade);0.40000000;Individual;Real;Unidade
02.762.124/0001-30;2020-01-01;1;94926;BETAPART PARTICIPACOES S.A.;2017-01-01;2017-12-31;h;Resultado Básico por Ação;-0.01000000;Individual;Real;Unidade
02.762.124/0001-30;2020-01-01;1;94926;BETAPART PARTICIPACOES S.A.;2018-01-01;2018-12-31;a;Patrimônio Líquido;1015801.51000000;Individual;Real;Unidade
02.762.124/0001-30;2020-01-01;1;94926;BETAPART PARTICIPACOES S.A.;2018-01-01;2018-12-31;b;Ativo Total;1016274.89000000;Individual;Real;Unidade
02.762.124/0001-30;2020-01-01;1;94926;BETAPART PARTICIPACOES S.A.;2018-01-01;2018-12-31;e;Resultado Líquido;-77897.90000000;Individual;Real;Unidade
02.762.124/0001-30;2020-01-01;1;94926;BETAPART PARTICIPACOES S.A.;2018-01-01;2018-12-31;f;Número de Ações, Ex-Tesouraria;2761620.00000000;Individual;Real;Unidade
02.762.124/0001-30;2020-01-01;1;94926;BETAPART PARTICIPACOES S.A.;2018-01-01;2018-12-31;g;Valor Patrimonial da Ação (Reais Unidade);0.40000000;Individual;Real;Unidade
02.762.124/0001-30;2020-01-01;1;94926;BETAPART PARTICIPACOES S.A.;2018-01-01;2018-12-31;h;Resultado Básico por Ação;-0.03000000;Individual;Real;Unidade
02.762.124/0001-30;2020-01-01;1;94926;BETAPART PARTICIPACOES S.A.;2019-01-01;2019-12-31;a;Patrimônio Líquido;1015801.51000000;Individual;Real;Unidade
02.762.124/0001-30;2020-01-01;1;94926;BETAPART PARTICIPACOES S.A.;2019-01-01;2019-12-31;b;Ativo Total;1016274.89000000;Individual;Real;Unidade
02.762.124/0001-30;2020-01-01;1;94926;BETAPART PARTICIPACOES S.A.;2019-01-01;2019-12-31;e;Resultado Líquido;-112058.64000000;Individual;Real;Unidade
02.762.124/0001-30;2020-01-01;1;94926;BETAPART PARTICIPACOES S.A.;2019-01-01;2019-12-31;f;Número de Ações, Ex-Tesouraria;2761620.00000000;Individual;Real;Unidade
02.762.124/0001-30;2020-01-01;1;94926;BETAPART PARTICIPACOES S.A.;2019-01-01;2019-12-31;g;Valor Patrimonial da Ação (Reais Unidade);0.30000000;Individual;Real;Unidade
02.762.124/0001-30;2020-01-01;1;94926;BETAPART PARTICIPACOES S.A.;2019-01-01;2019-12-31;h;Resultado Básico por Ação;-0.04000000;Individual;Real;Unidade
02.783.423/0001-50;2020-01-01;1;95330;ALTERE SECURITIZADORA S.A.;2017-01-01;2017-12-31;a;Patrimônio Líquido;13056.00000000;Individual;Real;Unidade
02.783.423/0001-50;2020-01-01;1;95330;ALTERE SECURITIZADORA S.A.;2017-01-01;2017-12-31;b;Ativo Total;17000.00000000;Individual;Real;Unidade
02.783.423/0001-50;2020-01-01;1;95330;ALTERE SECURITIZADORA S.A.;2017-01-01;2017-12-31;f;Número de Ações, Ex-Tesouraria;36218984.00000000;Individual;Real;Unidade
02.783.423/0001-50;2020-01-01;1;95330;ALTERE SECURITIZADORA S.A.;2018-01-01;2018-12-31;a;Patrimônio Líquido;46393.00000000;Individual;Real;Unidade
02.783.423/0001-50;2020-01-01;1;95330;ALTERE SECURITIZADORA S.A.;2018-01-01;2018-12-31;b;Ativo Total;52000.00000000;Individual;Real;Unidade
02.783.423/0001-50;2020-01-01;1;95330;ALTERE SECURITIZADORA S.A.;2018-01-01;2018-12-31;f;Número de Ações, Ex-Tesouraria;36218984.00000000;Individual;Real;Unidade
02.783.423/0001-50;2020-01-01;1;95330;ALTERE SECURITIZADORA S.A.;2019-01-01;2019-12-31;a;Patrimônio Líquido;50052.00000000;Individual;Real;Unidade
02.783.423/0001-50;2020-01-01;1;95330;ALTERE SECURITIZADORA S.A.;2019-01-01;2019-12-31;b;Ativo Total;51000.00000000;Individual;Real;Unidade
02.783.423/0001-50;2020-01-01;1;95330;ALTERE SECURITIZADORA S.A.;2019-01-01;2019-12-31;f;Número de Ações, Ex-Tesouraria;36218984.00000000;Individual;Real;Unidade
02.796.775/0001-40;2020-01-01;2;95819;GAMA PARTICIPACOES S.A.;2017-01-01;2017-12-31;a;Patrimônio Líquido;3297632.41000000;Individual;Real;Unidade
02.796.775/0001-40;2020-01-01;2;95819;GAMA PARTICIPACOES S.A.;2017-01-01;2017-12-31;b;Ativo Total;3438503.88000000;Individual;Real;Unidade
02.796.775/0001-40;2020-01-01;2;95819;GAMA PARTICIPACOES S.A.;2017-01-01;2017-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;3438503.88000000;Individual;Real;Unidade
02.796.775/0001-40;2020-01-01;2;95819;GAMA PARTICIPACOES S.A.;2017-01-01;2017-12-31;d;Resultado Bruto;168597.68000000;Individual;Real;Unidade
02.796.775/0001-40;2020-01-01;2;95819;GAMA PARTICIPACOES S.A.;2017-01-01;2017-12-31;e;Resultado Líquido;122972.47000000;Individual;Real;Unidade
02.796.775/0001-40;2020-01-01;2;95819;GAMA PARTICIPACOES S.A.;2017-01-01;2017-12-31;f;Número de Ações, Ex-Tesouraria;1935716.00000000;Individual;Real;Unidade
02.796.775/0001-40;2020-01-01;2;95819;GAMA PARTICIPACOES S.A.;2017-01-01;2017-12-31;g;Valor Patrimonial da Ação (Reais Unidade);1.70357200;Individual;Real;Unidade
02.796.775/0001-40;2020-01-01;2;95819;GAMA PARTICIPACOES S.A.;2017-01-01;2017-12-31;h;Resultado Básico por Ação;0.06352800;Individual;Real;Unidade
02.796.775/0001-40;2020-01-01;2;95819;GAMA PARTICIPACOES S.A.;2018-01-01;2018-12-31;a;Patrimônio Líquido;1330780.70000000;Individual;Real;Unidade
02.796.775/0001-40;2020-01-01;2;95819;GAMA PARTICIPACOES S.A.;2018-01-01;2018-12-31;b;Ativo Total;1438680.44000000;Individual;Real;Unidade
02.796.775/0001-40;2020-01-01;2;95819;GAMA PARTICIPACOES S.A.;2018-01-01;2018-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;163161.07000000;Individual;Real;Unidade
02.796.775/0001-40;2020-01-01;2;95819;GAMA PARTICIPACOES S.A.;2018-01-01;2018-12-31;d;Resultado Bruto;-139242.25000000;Individual;Real;Unidade
02.796.775/0001-40;2020-01-01;2;95819;GAMA PARTICIPACOES S.A.;2018-01-01;2018-12-31;e;Resultado Líquido;-144664.46000000;Individual;Real;Unidade
02.796.775/0001-40;2020-01-01;2;95819;GAMA PARTICIPACOES S.A.;2018-01-01;2018-12-31;f;Número de Ações, Ex-Tesouraria;1935716.00000000;Individual;Real;Unidade
02.796.775/0001-40;2020-01-01;2;95819;GAMA PARTICIPACOES S.A.;2018-01-01;2018-12-31;g;Valor Patrimonial da Ação (Reais Unidade);0.68748800;Individual;Real;Unidade
02.796.775/0001-40;2020-01-01;2;95819;GAMA PARTICIPACOES S.A.;2018-01-01;2018-12-31;h;Resultado Básico por Ação;-0.07473400;Individual;Real;Unidade
02.796.775/0001-40;2020-01-01;2;95819;GAMA PARTICIPACOES S.A.;2019-01-01;2019-12-31;a;Patrimônio Líquido;1252625.61000000;Individual;Real;Unidade
02.796.775/0001-40;2020-01-01;2;95819;GAMA PARTICIPACOES S.A.;2019-01-01;2019-12-31;b;Ativo Total;1368049.66000000;Individual;Real;Unidade
02.796.775/0001-40;2020-01-01;2;95819;GAMA PARTICIPACOES S.A.;2019-01-01;2019-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;73143.56000000;Individual;Real;Unidade
02.796.775/0001-40;2020-01-01;2;95819;GAMA PARTICIPACOES S.A.;2019-01-01;2019-12-31;d;Resultado Bruto;-78155.09000000;Individual;Real;Unidade
02.796.775/0001-40;2020-01-01;2;95819;GAMA PARTICIPACOES S.A.;2019-01-01;2019-12-31;e;Resultado Líquido;-78155.09000000;Individual;Real;Unidade
02.796.775/0001-40;2020-01-01;2;95819;GAMA PARTICIPACOES S.A.;2019-01-01;2019-12-31;f;Número de Ações, Ex-Tesouraria;1935716.00000000;Individual;Real;Unidade
02.796.775/0001-40;2020-01-01;2;95819;GAMA PARTICIPACOES S.A.;2019-01-01;2019-12-31;g;Valor Patrimonial da Ação (Reais Unidade);0.64711200;Individual;Real;Unidade
02.796.775/0001-40;2020-01-01;2;95819;GAMA PARTICIPACOES S.A.;2019-01-01;2019-12-31;h;Resultado Básico por Ação;-0.04037500;Individual;Real;Unidade
02.800.026/0001-40;2020-01-01;9;103517;COGNA EDUCAÇÃO S.A.;2017-01-01;2017-12-31;a;Patrimônio Líquido;15207726000.00000000;Consolidado;Real;Unidade
02.800.026/0001-40;2020-01-01;9;103517;COGNA EDUCAÇÃO S.A.;2017-01-01;2017-12-31;b;Ativo Total;18220435000.00000000;Consolidado;Real;Unidade
02.800.026/0001-40;2020-01-01;9;103517;COGNA EDUCAÇÃO S.A.;2017-01-01;2017-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;5557748000.00000000;Consolidado;Real;Unidade
02.800.026/0001-40;2020-01-01;9;103517;COGNA EDUCAÇÃO S.A.;2017-01-01;2017-12-31;d;Resultado Bruto;3451858000.00000000;Consolidado;Real;Unidade
02.800.026/0001-40;2020-01-01;9;103517;COGNA EDUCAÇÃO S.A.;2017-01-01;2017-12-31;e;Resultado Líquido;1882316000.00000000;Consolidado;Real;Unidade
02.800.026/0001-40;2020-01-01;9;103517;COGNA EDUCAÇÃO S.A.;2017-01-01;2017-12-31;f;Número de Ações, Ex-Tesouraria;1640357183.00000000;Consolidado;Real;Unidade
02.800.026/0001-40;2020-01-01;9;103517;COGNA EDUCAÇÃO S.A.;2017-01-01;2017-12-31;g;Valor Patrimonial da Ação (Reais Unidade);9.27000000;Consolidado;Real;Unidade
02.800.026/0001-40;2020-01-01;9;103517;COGNA EDUCAÇÃO S.A.;2017-01-01;2017-12-31;h;Resultado Básico por Ação;1.16000000;Consolidado;Real;Unidade
02.800.026/0001-40;2020-01-01;9;103517;COGNA EDUCAÇÃO S.A.;2017-01-01;2017-12-31;i;Resultado Diluído por Ação;1.14000000;Consolidado;Real;Unidade
02.800.026/0001-40;2020-01-01;9;103517;COGNA EDUCAÇÃO S.A.;2018-01-01;2018-12-31;a;Patrimônio Líquido;17473060000.00000000;Consolidado;Real;Unidade
02.800.026/0001-40;2020-01-01;9;103517;COGNA EDUCAÇÃO S.A.;2018-01-01;2018-12-31;b;Ativo Total;31949129000.00000000;Consolidado;Real;Unidade
02.800.026/0001-40;2020-01-01;9;103517;COGNA EDUCAÇÃO S.A.;2018-01-01;2018-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;6060708000.00000000;Consolidado;Real;Unidade
02.800.026/0001-40;2020-01-01;9;103517;COGNA EDUCAÇÃO S.A.;2018-01-01;2018-12-31;d;Resultado Bruto;3791904000.00000000;Consolidado;Real;Unidade
02.800.026/0001-40;2020-01-01;9;103517;COGNA EDUCAÇÃO S.A.;2018-01-01;2018-12-31;e;Resultado Líquido;1392856000.00000000;Consolidado;Real;Unidade
02.800.026/0001-40;2020-01-01;9;103517;COGNA EDUCAÇÃO S.A.;2018-01-01;2018-12-31;f;Número de Ações, Ex-Tesouraria;1629605489.00000000;Consolidado;Real;Unidade
02.800.026/0001-40;2020-01-01;9;103517;COGNA EDUCAÇÃO S.A.;2018-01-01;2018-12-31;g;Valor Patrimonial da Ação (Reais Unidade);10.72000000;Consolidado;Real;Unidade
02.800.026/0001-40;2020-01-01;9;103517;COGNA EDUCAÇÃO S.A.;2018-01-01;2018-12-31;h;Resultado Básico por Ação;0.86000000;Consolidado;Real;Unidade
02.800.026/0001-40;2020-01-01;9;103517;COGNA EDUCAÇÃO S.A.;2018-01-01;2018-12-31;i;Resultado Diluído por Ação;0.84000000;Consolidado;Real;Unidade
02.800.026/0001-40;2020-01-01;9;103517;COGNA EDUCAÇÃO S.A.;2019-01-01;2019-12-31;a;Patrimônio Líquido;15835269000.00000000;Consolidado;Real;Unidade
02.800.026/0001-40;2020-01-01;9;103517;COGNA EDUCAÇÃO S.A.;2019-01-01;2019-12-31;b;Ativo Total;34118446000.00000000;Consolidado;Real;Unidade
02.800.026/0001-40;2020-01-01;9;103517;COGNA EDUCAÇÃO S.A.;2019-01-01;2019-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;7027194000.00000000;Consolidado;Real;Unidade
02.800.026/0001-40;2020-01-01;9;103517;COGNA EDUCAÇÃO S.A.;2019-01-01;2019-12-31;d;Resultado Bruto;4217572000.00000000;Consolidado;Real;Unidade
02.800.026/0001-40;2020-01-01;9;103517;COGNA EDUCAÇÃO S.A.;2019-01-01;2019-12-31;e;Resultado Líquido;242588000.00000000;Consolidado;Real;Unidade
02.800.026/0001-40;2020-01-01;9;103517;COGNA EDUCAÇÃO S.A.;2019-01-01;2019-12-31;f;Número de Ações, Ex-Tesouraria;1635134374.00000000;Consolidado;Real;Unidade
02.800.026/0001-40;2020-01-01;9;103517;COGNA EDUCAÇÃO S.A.;2019-01-01;2019-12-31;g;Valor Patrimonial da Ação (Reais Unidade);9.68000000;Consolidado;Real;Unidade
02.800.026/0001-40;2020-01-01;9;103517;COGNA EDUCAÇÃO S.A.;2019-01-01;2019-12-31;h;Resultado Básico por Ação;0.14000000;Consolidado;Real;Unidade
02.800.026/0001-40;2020-01-01;9;103517;COGNA EDUCAÇÃO S.A.;2019-01-01;2019-12-31;i;Resultado Diluído por Ação;0.14000000;Consolidado;Real;Unidade
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;2017-01-01;2017-12-31;a;Patrimônio Líquido;8492447000.00000000;Consolidado;Real;Unidade
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;2017-01-01;2017-12-31;b;Ativo Total;30612208000.00000000;Consolidado;Real;Unidade
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;2017-01-01;2017-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;10560997000.00000000;Consolidado;Real;Unidade
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;2017-01-01;2017-12-31;d;Resultado Bruto;3939581000.00000000;Consolidado;Real;Unidade
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;2017-01-01;2017-12-31;e;Resultado Líquido;1797466000.00000000;Consolidado;Real;Unidade
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;2017-01-01;2017-12-31;f;Número de Ações, Ex-Tesouraria;2020000000.00000000;Consolidado;Real;Unidade
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;2017-01-01;2017-12-31;g;Valor Patrimonial da Ação (Reais Unidade);4.20418200;Consolidado;Real;Unidade
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;2017-01-01;2017-12-31;h;Resultado Básico por Ação;0.90450000;Consolidado;Real;Unidade
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;2017-01-01;2017-12-31;i;Resultado Diluído por Ação;0.90000000;Consolidado;Real;Unidade
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;2018-01-01;2018-12-31;a;Patrimônio Líquido;8432734000.00000000;Consolidado;Real;Unidade
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;2018-01-01;2018-12-31;b;Ativo Total;30815998000.00000000;Consolidado;Real;Unidade
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;2018-01-01;2018-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;9715859000.00000000;Consolidado;Real;Unidade
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;2018-01-01;2018-12-31;d;Resultado Bruto;3864221000.00000000;Consolidado;Real;Unidade
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;2018-01-01;2018-12-31;e;Resultado Líquido;782739000.00000000;Consolidado;Real;Unidade
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;2018-01-01;2018-12-31;f;Número de Ações, Ex-Tesouraria;2020000000.00000000;Consolidado;Real;Unidade
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;2018-01-01;2018-12-31;g;Valor Patrimonial da Ação (Reais Unidade);4.17462100;Consolidado;Real;Unidade
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;2018-01-01;2018-12-31;h;Resultado Básico por Ação;0.38749000;Consolidado;Real;Unidade
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;2018-01-01;2018-12-31;i;Resultado Diluído por Ação;0.38000000;Consolidado;Real;Unidade
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;2019-01-01;2019-12-31;a;Patrimônio Líquido;8439694000.00000000;Consolidado;Real;Unidade
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;2019-01-01;2019-12-31;b;Ativo Total;33262087000.00000000;Consolidado;Real;Unidade
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;2019-01-01;2019-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;10590811000.00000000;Consolidado;Real;Unidade
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;2019-01-01;2019-12-31;d;Resultado Bruto;4490165000.00000000;Consolidado;Real;Unidade
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;2019-01-01;2019-12-31;e;Resultado Líquido;1438255000.00000000;Consolidado;Real;Unidade
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;2019-01-01;2019-12-31;f;Número de Ações, Ex-Tesouraria;2020000000.00000000;Consolidado;Real;Unidade
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;2019-01-01;2019-12-31;g;Valor Patrimonial da Ação (Reais Unidade);4.17806600;Consolidado;Real;Unidade
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;2019-01-01;2019-12-31;h;Resultado Básico por Ação;0.71201000;Consolidado;Real;Unidade
02.846.056/0001-97;2020-01-01;16;102916;MOTIVA INFRAESTRUTURA DE MOBILIDADE S.A.;2019-01-01;2019-12-31;i;Resultado Diluído por Ação;0.71201000;Consolidado;Real;Unidade
02.860.694/0001-62;2020-01-01;7;103752;T4F ENTRETENIMENTO S.A.;2017-01-01;2017-12-31;a;Patrimônio Líquido;326784888.87000000;Consolidado;Real;Unidade
02.860.694/0001-62;2020-01-01;7;103752;T4F ENTRETENIMENTO S.A.;2017-01-01;2017-12-31;b;Ativo Total;697484493.84000000;Consolidado;Real;Unidade
02.860.694/0001-62;2020-01-01;7;103752;T4F ENTRETENIMENTO S.A.;2017-01-01;2017-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;652894813.49000000;Consolidado;Real;Unidade
02.860.694/0001-62;2020-01-01;7;103752;T4F ENTRETENIMENTO S.A.;2017-01-01;2017-12-31;d;Resultado Bruto;134724250.50000000;Consolidado;Real;Unidade
02.860.694/0001-62;2020-01-01;7;103752;T4F ENTRETENIMENTO S.A.;2017-01-01;2017-12-31;e;Resultado Líquido;45266275.33000000;Consolidado;Real;Unidade
02.860.694/0001-62;2020-01-01;7;103752;T4F ENTRETENIMENTO S.A.;2017-01-01;2017-12-31;f;Número de Ações, Ex-Tesouraria;67466265.00000000;Consolidado;Real;Unidade
02.860.694/0001-62;2020-01-01;7;103752;T4F ENTRETENIMENTO S.A.;2017-01-01;2017-12-31;g;Valor Patrimonial da Ação (Reais Unidade);4.84367837;Consolidado;Real;Unidade
02.860.694/0001-62;2020-01-01;7;103752;T4F ENTRETENIMENTO S.A.;2017-01-01;2017-12-31;h;Resultado Básico por Ação;0.65740000;Consolidado;Real;Unidade
02.860.694/0001-62;2020-01-01;7;103752;T4F ENTRETENIMENTO S.A.;2017-01-01;2017-12-31;i;Resultado Diluído por Ação;0.63000000;Consolidado;Real;Unidade
02.860.694/0001-62;2020-01-01;7;103752;T4F ENTRETENIMENTO S.A.;2018-01-01;2018-12-31;a;Patrimônio Líquido;334479871.26000000;Consolidado;Real;Unidade
02.860.694/0001-62;2020-01-01;7;103752;T4F ENTRETENIMENTO S.A.;2018-01-01;2018-12-31;b;Ativo Total;681871724.01000000;Consolidado;Real;Unidade
02.860.694/0001-62;2020-01-01;7;103752;T4F ENTRETENIMENTO S.A.;2018-01-01;2018-12-31;c;Rec. Liq./Rec. Intermed. Fin./Prem. Seg. Ganhos;598383137.59000000;Consolidado;Real;Unidade
02.860.694/0001-62;2020-01-01;7;103752;T4F ENTRETENIMENTO S.A.;2018-01-01;2018-12-31;d;Resultado Bruto;96929194.23000000;Consolidado;Real;Unidade
