CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Data_Inicio_Exercicio_Social;Data_Fim_Exercicio_Social;Lucro_Liquido_Ajustado;Taxa_Retorno_Patrimonio_Liquido_Emissor;Lucro_Liquido_Retido;Dividendo_Distribuido_Lucro_Liquido_Ajustado;Dividendo_Distribuido_Total;Data_Aprovacao_Retencao
06.272.793/0001-84;2021-01-01;4;115482;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;2019-01-01;2019-12-31;488896000.00;17.50000000;647075000.00;103.00000000;502025000.00;2020-04-03
06.272.793/0001-84;2021-01-01;4;115482;EQUATORIAL MARANHÃO DISTRIBUIDORA DE ENERGIA S.A.;2020-01-01;2020-12-31;528394000.00;17.50000000;700273000.00;1.00000000;528394000.00;2021-04-28
06.626.253/0001-51;2021-01-01;10;115321;EMPREENDIMENTOS PAGUE MENOS S.A.;2018-01-01;2018-12-31;0.00;0.09015200;92973000.00;0.00000000;0.00;2019-04-30
06.626.253/0001-51;2021-01-01;10;115321;EMPREENDIMENTOS PAGUE MENOS S.A.;2019-01-01;2019-12-31;-6945000.00;-0.00677900;0.00;0.00000000;0.00;2020-04-30
06.626.253/0001-51;2021-01-01;10;115321;EMPREENDIMENTOS PAGUE MENOS S.A.;2020-01-01;2020-12-31;96033000.00;0.04947800;96033000.00;0.00000000;0.00;2021-04-23
06.948.969/0001-75;2021-01-01;3;106436;LINX S.A.;2018-01-01;2018-12-31;71055000.00;6.72000000;31055000.00;56.29000000;40000000.00;2019-04-24
06.948.969/0001-75;2021-01-01;3;106436;LINX S.A.;2019-01-01;2019-12-31;38876000.00;2.17000000;18876000.00;51.40000000;20000000.00;2020-04-30
06.948.969/0001-75;2021-01-01;3;106436;LINX S.A.;2020-01-01;2020-12-31;-80073282.62;0.00000000;0.00;0.00000000;0.00;
06.977.745/0001-91;2021-01-01;16;115718;BR MALLS PARTICIPACOES S.A.;2018-01-01;2018-12-31;761751312.49;0.00009700;571313484.37;25.00000000;190437828.12;2019-04-30
06.977.745/0001-91;2021-01-01;16;115718;BR MALLS PARTICIPACOES S.A.;2019-01-01;2019-12-31;1184084957.75;11.28904022;632794581.00;46.55834644;551290376.75;2020-07-02
06.977.745/0001-91;2021-01-01;16;115718;BR MALLS PARTICIPACOES S.A.;2020-01-01;2020-12-31;-293878551.91;0.00000000;0.00;0.00000000;0.00;2021-04-30
06.977.751/0001-49;2021-01-01;10;115860;BR PROPERTIES S.A.;2018-01-01;2018-12-31;13020000.00;0.23346100;13020000.00;0.00000000;0.00;2019-04-26
06.977.751/0001-49;2021-01-01;10;115860;BR PROPERTIES S.A.;2019-01-01;2019-12-31;295784400.00;4.10579400;295784400.00;0.00000000;0.00;2020-04-24
06.977.751/0001-49;2021-01-01;10;115860;BR PROPERTIES S.A.;2020-01-01;2020-12-31;195955265.00;2.69184000;146966449.00;25.00000000;48988816.00;2021-04-26
06.981.381/0001-13;2021-03-31;5;108105;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2017-04-01;2018-03-31;14309933.39;0.00000000;0.00;0.00000000;0.00;
06.981.381/0001-13;2021-03-31;5;108105;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2018-04-01;2019-03-31;23596275.01;4.10000000;16292056.46;25.00000000;5430685.49;
06.981.381/0001-13;2021-03-31;5;108105;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2019-04-01;2020-03-31;19390099.71;3.30000000;969504.99;25.00000000;4605148.68;2020-06-18
06.981.381/0001-13;2021-03-31;5;108105;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;2020-04-01;2021-03-31;0.00;0.00000000;0.00;0.00000000;0.00;
07.040.108/0001-57;2021-01-01;8;114245;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;2018-01-01;2018-12-31;88437000.00;3.86000000;56293000.00;0.36350000;32144000.00;2019-04-29
07.040.108/0001-57;2021-01-01;8;114245;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;2019-01-01;2019-12-31;165736000.00;7.04000000;158950000.00;4.09000000;6786000.00;2020-04-30
07.040.108/0001-57;2021-01-01;8;114245;CAGECE - CIA DE AGUA E ESGOTO DO CEARA;2020-01-01;2020-12-31;1345980000.00;5.36000000;101498000.00;24.59168600;33100000.00;2021-04-16
07.043.628/0001-13;2021-01-01;2;114421;CLARO TELECOM PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;1464518014.49;0.00000000;1449872721.53;1.00000000;14645179.01;2021-04-27
07.047.251/0001-70;2021-01-01;10;115686;CIA ENERGETICA DO CEARA - COELCE;2018-01-01;2018-12-31;291202355.29;12.73370036;134374321.58;50.00000000;145601177.65;2019-04-29
07.047.251/0001-70;2021-01-01;10;115686;CIA ENERGETICA DO CEARA - COELCE;2019-01-01;2019-12-31;330684655.39;13.00250000;167823121.60;50.00000000;165342327.70;2020-04-28
07.047.251/0001-70;2021-01-01;10;115686;CIA ENERGETICA DO CEARA - COELCE;2020-01-01;2020-12-31;265181441.72;8.20854542;100619507.31;75.00000000;164561934.41;2021-04-26
07.206.816/0001-15;2021-01-01;8;114440;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2018-01-01;2018-12-31;349238610.14;13.00823064;584497297.49;39.80086851;139000000.00;2019-04-18
07.206.816/0001-15;2021-01-01;8;114440;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2019-01-01;2019-12-31;147700887.82;39.51322116;471883657.46;57.54874006;85000000.00;2020-04-09
07.206.816/0001-15;2021-01-01;8;114440;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS;2020-01-01;2020-12-31;235893988.43;11.49404116;609300603.00;65.51410120;154543826.31;2021-04-30
07.237.373/0001-20;2021-01-01;17;114093;BCO NORDESTE DO BRASIL S.A.;2018-01-01;2018-12-31;742218355.99;17.35000000;0.00;25.08000000;186128751.54;
07.237.373/0001-20;2021-01-01;17;114093;BCO NORDESTE DO BRASIL S.A.;2019-01-01;2019-12-31;1657881116.45;32.00000000;0.00;25.07000000;420081310.38;
07.237.373/0001-20;2021-01-01;17;114093;BCO NORDESTE DO BRASIL S.A.;2020-01-01;2020-12-31;965724000.00;16.51000000;0.00;25.08000000;242183000.00;
07.275.159/0001-68;2021-01-01;1;104187;PETROLEO LUB DO NORDESTE SA;2018-01-01;2018-12-31;3740.33;0.00000000;0.00;0.00000000;0.00;
07.275.159/0001-68;2021-01-01;1;104187;PETROLEO LUB DO NORDESTE SA;2019-01-01;2019-12-31;-420951.40;0.00000000;0.00;0.00000000;0.00;
07.275.159/0001-68;2021-01-01;1;104187;PETROLEO LUB DO NORDESTE SA;2020-01-01;2020-12-31;16400.81;0.00000000;0.00;0.00000000;0.00;
07.334.600/0001-35;2021-01-01;1;104809;MARINA DE IRACEMA PARK SA;2018-01-01;2018-12-31;-4800989.77;0.00000000;0.00;0.00000000;0.00;
07.334.600/0001-35;2021-01-01;1;104809;MARINA DE IRACEMA PARK SA;2019-01-01;2019-12-31;-2459892.30;0.00000000;0.00;0.00000000;0.00;
07.334.600/0001-35;2021-01-01;1;104809;MARINA DE IRACEMA PARK SA;2020-01-01;2020-12-31;-6319256.90;0.00000000;0.00;0.00000000;0.00;
07.415.333/0001-20;2021-01-01;17;115529;SIMPAR S.A.;2018-01-01;2018-12-31;69591000.00;13.25806900;71166000.00;3.00000000;2088000.00;2019-05-06
07.415.333/0001-20;2021-01-01;17;115529;SIMPAR S.A.;2019-01-01;2019-12-31;113385000.00;12.27313600;115951000.00;3.00000000;3402000.00;2020-06-23
07.415.333/0001-20;2021-01-01;17;115529;SIMPAR S.A.;2020-01-01;2020-12-31;262219950.00;7.21759700;206866000.00;26.37289000;69154987.50;2021-04-29
07.437.016/0001-05;2021-01-01;3;114161;CINESYSTEM S.A.;2018-01-01;2018-12-31;0.00;-13.96000000;0.00;0.00000000;0.00;2019-04-24
07.437.016/0001-05;2021-01-01;3;114161;CINESYSTEM S.A.;2019-01-01;2019-12-31;2700289.38;6.20000000;2700289.38;0.00000000;0.00;2020-04-28
07.437.016/0001-05;2021-01-01;3;114161;CINESYSTEM S.A.;2020-01-01;2020-12-31;0.00;-4263.85000000;0.00;0.00000000;0.00;
07.526.557/0001-00;2021-01-01;12;114809;AMBEV S.A.;2018-01-01;2018-12-31;14319466610.94;24.92000000;6773858298.00;52.69000000;7545608313.44;2019-04-26
07.526.557/0001-00;2021-01-01;12;114809;AMBEV S.A.;2019-01-01;2019-12-31;13250321404.10;21.18000000;5532901785.45;58.24000000;7717419618.63;2020-04-24
07.526.557/0001-00;2021-01-01;12;114809;AMBEV S.A.;2020-01-01;2020-12-31;12762160138.49;16.98000000;5045793474.00;60.46000000;7716366664.66;2021-04-29
07.587.384/0001-30;2021-01-01;2;114318;PLANETA SECURITIZADORA S.A.;2018-01-01;2018-12-31;250000.00;0.28089888;250000.00;0.00000000;0.00;
07.587.384/0001-30;2021-01-01;2;114318;PLANETA SECURITIZADORA S.A.;2019-01-01;2019-12-31;871000.00;0.22847301;672000.00;0.22847301;199000.00;2019-12-31
07.587.384/0001-30;2021-01-01;2;114318;PLANETA SECURITIZADORA S.A.;2020-01-01;2020-12-31;599000.00;0.46398141;542000.00;10.00000000;57000.00;
07.587.384/0001-30;2021-01-01;2;114318;PLANETA SECURITIZADORA S.A.;2021-01-01;2021-12-31;-31000.00;-0.03717026;-31000.00;0.00000000;0.00;
07.594.978/0001-78;2021-01-01;13;114215;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;2018-01-01;2018-12-31;322057000.00;29.58543800;294741207.00;8.48079700;27315792.41;2019-04-30
07.594.978/0001-78;2021-01-01;13;114215;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;2019-01-01;2019-12-31;0.00;-14.96270500;0.00;0.00000000;0.00;
07.594.978/0001-78;2021-01-01;13;114215;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;2020-01-01;2020-12-31;0.00;-24.48265400;0.00;0.00000000;0.00;
07.594.978/0001-78;2021-01-01;13;114215;SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.;2021-01-01;2021-12-31;0.00;-6.75258700;0.00;0.00000000;0.00;
07.628.528/0001-59;2021-06-30;13;110463;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;2017-07-01;2018-06-30;120021000.00;16.71438248;85338000.00;34.16068855;41000000.00;2018-10-16
07.628.528/0001-59;2021-06-30;13;110463;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;2018-07-01;2019-06-30;168225000.00;20.11043311;127079000.00;29.72209838;50000000.00;2019-10-16
07.628.528/0001-59;2021-06-30;13;110463;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;2019-07-01;2020-06-30;113576000.00;10.65953142;77554000.00;36.97964359;42000000.00;2020-10-16
07.628.528/0001-59;2021-06-30;13;110463;BRASILAGRO - CIA BRAS DE PROP AGRICOLAS;2020-07-01;2021-06-30;0.00;0.00000000;0.00;0.00000000;0.00;2020-09-30
07.659.538/0001-51;2021-01-01;3;108843;DINAMICA ENERGIA S.A.;2018-01-01;2018-12-31;213507.26;0.00412340;202831.89;0.25000000;152123.93;
07.659.538/0001-51;2021-01-01;3;108843;DINAMICA ENERGIA S.A.;2019-01-01;2019-12-31;62041.72;0.00119994;58939.63;0.25000000;46531.29;
07.659.538/0001-51;2021-01-01;3;108843;DINAMICA ENERGIA S.A.;2020-01-01;2020-12-31;51323.46;0.00398164;36567.72;0.25000000;12189.24;
07.689.002/0001-89;2021-01-01;9;115513;EMBRAER S.A.;2018-01-01;2018-12-31;0.00;0.00000000;0.00;0.00000000;44045090.44;
07.689.002/0001-89;2021-01-01;9;115513;EMBRAER S.A.;2019-01-01;2019-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
07.689.002/0001-89;2021-01-01;9;115513;EMBRAER S.A.;2020-01-01;2020-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
07.704.246/0001-93;2021-01-01;4;114752;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;2018-01-01;2018-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
07.704.246/0001-93;2021-01-01;4;114752;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;2019-01-01;2019-12-31;7995000.00;0.00000000;0.00;0.00000000;0.00;
07.704.246/0001-93;2021-01-01;4;114752;DATORA PARTICIPAÇÕES E SERVIÇOS S.A.;2020-01-01;2020-12-31;31300000.00;0.13000000;20107000.00;21.82700000;6832000.00;2021-03-31
07.718.269/0001-57;2021-01-01;6;115578;SPRINGS GLOBAL PARTICIPACOES S.A.;2018-01-01;2018-12-31;111568000.00;8.42000000;0.00;0.00000000;0.00;
07.718.269/0001-57;2021-01-01;6;115578;SPRINGS GLOBAL PARTICIPACOES S.A.;2019-01-01;2019-12-31;45724000.00;3.29750060;0.00;0.00000000;0.00;
07.718.269/0001-57;2021-01-01;6;115578;SPRINGS GLOBAL PARTICIPACOES S.A.;2020-01-01;2020-12-31;320940000.00;-29.02469460;0.00;0.00000000;0.00;
07.816.890/0001-53;2021-01-01;8;114661;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;2018-01-01;2018-12-31;449800680.03;8.43000000;189800680.03;57.80000000;260000000.00;2019-04-26
07.816.890/0001-53;2021-01-01;8;114661;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;2019-01-01;2019-12-31;447567200.04;8.01000000;167567200.04;62.56000000;280000000.00;2020-04-30
07.816.890/0001-53;2021-01-01;8;114661;MULTIPLAN - EMPREEND IMOBILIARIOS S.A.;2020-01-01;2020-12-31;916816624.90;14.72000000;646816624.90;29.45000000;270000000.00;2020-12-21
07.820.907/0001-46;2021-01-01;5;114873;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2018-01-01;2018-12-31;-15705000.00;0.00000000;0.00;0.00000000;0.00;
07.820.907/0001-46;2021-01-01;5;114873;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2019-01-01;2019-12-31;-9341188.00;0.00000000;0.00;0.00000000;0.00;
07.820.907/0001-46;2021-01-01;5;114873;FICA EMPREENDIMENTOS IMOBILIÁRIOS S.A.;2020-01-01;2020-12-31;-15439000.00;0.00000000;0.00;0.00000000;0.00;
07.857.093/0001-14;2021-01-01;6;112297;AURA MINERALS INC.;2018-01-01;2018-12-31;192977000.00;28.55000000;0.00;0.00000000;0.00;
07.857.093/0001-14;2021-01-01;6;112297;AURA MINERALS INC.;2019-01-01;2019-12-31;104211000.00;13.22000000;0.00;12.02000000;12524000.00;
07.857.093/0001-14;2021-01-01;6;112297;AURA MINERALS INC.;2020-01-01;2020-12-31;384991000.00;23.69000000;0.00;0.00000000;0.00;
07.857.850/0001-50;2021-01-01;11;115791;GP INVESTMENTS, LTD.;2018-01-01;2018-12-31;-608080000.00;0.00000000;0.00;0.00000000;0.00;
07.857.850/0001-50;2021-01-01;11;115791;GP INVESTMENTS, LTD.;2019-01-01;2019-12-31;547519000.00;0.00000000;0.00;0.00000000;0.00;
07.857.850/0001-50;2021-01-01;11;115791;GP INVESTMENTS, LTD.;2020-01-01;2020-12-31;-830547000.00;0.00000000;0.00;0.00000000;0.00;
07.859.510/0001-68;2021-01-01;4;114054;JHSF MALLS S.A.;2018-01-01;2018-12-31;35980000.00;5.44245497;0.00;25.00000000;8995000.00;
07.859.510/0001-68;2021-01-01;4;114054;JHSF MALLS S.A.;2019-01-01;2019-12-31;-17997.00;0.00000000;0.00;25.00000000;0.00;
07.859.510/0001-68;2021-01-01;4;114054;JHSF MALLS S.A.;2020-01-01;2020-12-31;72091000.00;0.04000000;54068000.00;25.00000000;18023000.00;
07.859.971/0001-30;2021-01-01;6;112127;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;2018-01-01;2018-12-31;969127000.00;23.43160139;213255000.00;88.53844749;858050000.00;2019-04-29
07.859.971/0001-30;2021-01-01;6;112127;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;2019-01-01;2019-12-31;1036497000.00;22.15586117;449723000.00;63.28411949;655938000.00;2021-04-29
07.859.971/0001-30;2021-01-01;6;112127;TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.;2020-01-01;2020-12-31;2237844000.00;37.55331980;656553000.00;71.78221538;1606374000.00;2021-04-29
07.882.930/0001-65;2021-01-01;7;153296;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;2018-01-01;2018-12-31;15571000.00;39.00000000;6969000.00;55.00000000;8602000.00;2019-09-29
07.882.930/0001-65;2021-01-01;7;153296;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;2019-01-01;2019-12-31;30352000.00;50.00000000;2993000.00;95.00000000;28957000.00;2020-02-04
07.882.930/0001-65;2021-01-01;7;153296;MITRE REALTY EMPREENDIMENTOS E PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;45894000.00;5.00000000;2415500.00;100.00000000;45894500.00;2021-04-30
08.065.557/0001-12;2021-01-01;17;115561;TECNISA S.A.;2018-01-01;2018-12-31;-277052246.90;-35.40564442;0.00;0.00000000;0.00;
08.065.557/0001-12;2021-01-01;17;115561;TECNISA S.A.;2019-01-01;2019-12-31;-257919936.79;-27.24530056;0.00;0.00000000;0.00;
08.065.557/0001-12;2021-01-01;17;115561;TECNISA S.A.;2020-01-01;2020-12-31;-164852522.13;-20.83379672;0.00;0.00000000;0.00;
08.078.847/0001-09;2021-01-01;6;114671;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;2018-01-01;2018-12-31;-46672091.44;-99.04708300;0.00;0.00000000;0.00;2019-04-26
08.078.847/0001-09;2021-01-01;6;114671;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;2019-01-01;2019-12-31;-4282099.78;2.39769966;0.00;0.00000000;0.00;
08.078.847/0001-09;2021-01-01;6;114671;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.;2020-01-01;2020-12-31;-5125423.19;-2.91825750;0.00;0.00000000;0.00;
08.159.965/0001-33;2021-01-01;10;112590;IGUA SANEAMENTO S.A.;2018-01-01;2018-12-31;16317821.18;0.00000000;0.00;0.00000000;0.00;2019-03-26
08.159.965/0001-33;2021-01-01;10;112590;IGUA SANEAMENTO S.A.;2019-01-01;2019-12-31;42313240.42;0.00000000;0.00;0.00000000;0.00;2020-05-13
08.159.965/0001-33;2021-01-01;10;112590;IGUA SANEAMENTO S.A.;2020-01-01;2020-12-31;-6118803.15;0.00000000;0.00;0.00000000;0.00;2021-04-30
08.170.849/0001-15;2021-01-01;17;115570;DESKTOP S.A.;2018-01-01;2018-12-31;6073000.00;16.90513306;5061000.00;16.66392200;1012000.00;
08.170.849/0001-15;2021-01-01;17;115570;DESKTOP S.A.;2019-01-01;2019-12-31;21831000.00;34.32493200;19132000.00;12.36315300;2699000.00;
08.170.849/0001-15;2021-01-01;17;115570;DESKTOP S.A.;2020-01-01;2020-12-31;25484000.00;22.11689500;26570162.50;1.00000000;254837.50;2021-05-19
08.170.849/0001-15;2021-01-01;17;115570;DESKTOP S.A.;2021-01-01;2021-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
08.294.224/0001-65;2021-01-01;8;115654;JHSF PARTICIPACOES S.A.;2018-01-01;2018-12-31;245511000.00;2.70715000;184133000.00;25.00000000;61378000.00;2019-03-29
08.294.224/0001-65;2021-01-01;8;115654;JHSF PARTICIPACOES S.A.;2019-01-01;2019-12-31;6347000.00;0.00051900;4760000.00;25.00000000;1587000.00;2020-04-09
08.294.224/0001-65;2021-01-01;8;115654;JHSF PARTICIPACOES S.A.;2020-01-01;2020-12-31;577433000.00;37.72490000;433082000.00;25.00000000;144361000.00;2021-03-29
08.312.229/0001-73;2021-01-01;6;115668;EZ TEC EMPREEND. E PARTICIPACOES S.A.;2018-01-01;2018-12-31;92663612.63;3.69892136;74375012.50;25.00000000;23165903.16;2019-04-26
08.312.229/0001-73;2021-01-01;6;115668;EZ TEC EMPREEND. E PARTICIPACOES S.A.;2019-01-01;2019-12-31;267028072.75;7.37836817;214325163.65;25.00000000;66757018.19;2020-04-28
08.312.229/0001-73;2021-01-01;6;115668;EZ TEC EMPREEND. E PARTICIPACOES S.A.;2020-01-01;2020-12-31;384951.00;9.79713377;308974.15;25.00000000;96238.00;2021-04-29
08.324.196/0001-81;2021-01-01;9;114379;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2018-01-01;2018-12-31;197505533.92;23.65000000;31160835.78;100.00000000;197505533.92;2019-04-12
08.324.196/0001-81;2021-01-01;9;114379;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2019-01-01;2019-12-31;232899394.05;38.73000000;174674545.54;25.00000000;58224848.51;2020-04-30
08.324.196/0001-81;2021-01-01;9;114379;CIA ENERGETICA DO RIO GDE NORTE - COSERN;2020-01-01;2020-12-31;287515803.28;21.63000000;0.00;100.00000000;287515803.28;2021-04-09
08.343.492/0001-20;2021-01-01;12;115303;MRV ENGENHARIA E PARTICIPACOES S.A.;2018-01-01;2018-12-31;655793140.55;14.90803899;475932807.37;25.00000000;163948285.39;2019-04-25
08.343.492/0001-20;2021-01-01;12;115303;MRV ENGENHARIA E PARTICIPACOES S.A.;2019-01-01;2019-12-31;655732554.96;14.25604487;391799416.22;40.25011980;263933139.74;2020-04-16
08.343.492/0001-20;2021-01-01;12;115303;MRV ENGENHARIA E PARTICIPACOES S.A.;2020-01-01;2020-12-31;522633629.37;11.36238915;313580177.62;40.00000000;209053451.75;2021-04-23
08.364.948/0001-38;2021-01-01;13;113780;ALUPAR INVESTIMENTO S/A;2018-01-01;2018-12-31;367413000.00;8.93590000;202137000.00;50.24688400;184613000.00;2019-04-29
08.364.948/0001-38;2021-01-01;13;113780;ALUPAR INVESTIMENTO S/A;2019-01-01;2019-12-31;845770000.00;17.79789000;688088000.00;23.90673600;202196000.00;2020-04-27
08.364.948/0001-38;2021-01-01;13;113780;ALUPAR INVESTIMENTO S/A;2020-01-01;2020-12-31;894984000.00;16.38377000;916626000.00;2.84496700;25462000.00;2021-04-27
08.397.078/0001-01;2021-01-01;2;111434;GSH CORP PARTICIPAÇÕES S.A.;2018-01-01;2018-12-31;12200000.00;131.30000000;2103000.00;82.80000000;10097000.00;
08.397.078/0001-01;2021-01-01;2;111434;GSH CORP PARTICIPAÇÕES S.A.;2019-01-01;2019-12-31;22591000.00;114.20000000;10500000.00;53.50000000;12091000.00;
08.397.078/0001-01;2021-01-01;2;111434;GSH CORP PARTICIPAÇÕES S.A.;2020-01-01;2020-12-31;29257000.00;129.90000000;2738000.00;90.60000000;26519000.00;
08.397.078/0001-01;2021-01-01;2;111434;GSH CORP PARTICIPAÇÕES S.A.;2021-01-01;2021-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
08.402.943/0001-52;2021-01-01;7;115622;GUARARAPES CONFECCOES S.A.;2018-01-01;2018-12-31;1110495920.00;25.06872900;832875677.33;25.00000000;277620720.00;2019-04-30
08.402.943/0001-52;2021-01-01;7;115622;GUARARAPES CONFECCOES S.A.;2019-01-01;2019-12-31;480808053.59;11.34349240;183648297.50;58.70000000;297159756.10;2020-04-29
08.402.943/0001-52;2021-01-01;7;115622;GUARARAPES CONFECCOES S.A.;2020-01-01;2020-12-31;-27153968.21;-0.54012600;-229728236.97;0.00000000;202574321.15;2021-04-28
08.424.178/0001-71;2021-01-01;1;105171;TECBLU TECELAGEM BLUMENAU S.A.;2018-01-01;2018-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
08.424.178/0001-71;2021-01-01;1;105171;TECBLU TECELAGEM BLUMENAU S.A.;2019-01-01;2019-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
08.424.178/0001-71;2021-01-01;1;105171;TECBLU TECELAGEM BLUMENAU S.A.;2020-01-01;2020-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
08.560.444/0001-93;2021-01-01;6;112634;CIA CELG DE PARTICIPACOES - CELGPAR;2018-01-01;2018-12-31;62506000.00;0.00000000;62506000.00;0.00000000;0.00;2019-03-28
08.560.444/0001-93;2021-01-01;6;112634;CIA CELG DE PARTICIPACOES - CELGPAR;2019-01-01;2019-12-31;71922400.69;0.00000000;71922400.69;0.00000000;0.00;2020-04-30
08.560.444/0001-93;2021-01-01;6;112634;CIA CELG DE PARTICIPACOES - CELGPAR;2020-01-01;2020-12-31;158114269.24;2.78609365;118585701.93;25.00000000;39528567.31;2021-04-30
08.574.411/0001-00;2021-01-01;2;114455;PRÁTICA PRODUTOS S.A.;2018-01-01;2018-12-31;5773000.00;14.02000000;4402000.00;25.00000000;1371000.00;2019-04-30
08.574.411/0001-00;2021-01-01;2;114455;PRÁTICA PRODUTOS S.A.;2019-01-01;2019-12-31;8030000.00;17.10000000;6123000.00;25.00000000;1907000.00;2020-04-30
08.574.411/0001-00;2021-01-01;2;114455;PRÁTICA PRODUTOS S.A.;2020-01-01;2020-12-31;4870053.00;9.95000000;3713415.29;23.75000000;1156637.71;2021-04-30
08.613.550/0001-98;2021-01-01;10;113739;NEXPE PARTICIPAÇÕES S.A;2018-01-01;2018-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
08.613.550/0001-98;2021-01-01;10;113739;NEXPE PARTICIPAÇÕES S.A;2019-01-01;2019-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
08.613.550/0001-98;2021-01-01;10;113739;NEXPE PARTICIPAÇÕES S.A;2020-01-01;2020-12-31;0.00;0.00000000;0.00;0.00000000;0.00;
08.764.621/0001-53;2021-01-01;5;114452;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;2018-01-01;2018-12-31;-357047065.05;0.00000000;0.00;0.00000000;0.00;
08.764.621/0001-53;2021-01-01;5;114452;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;2019-01-01;2019-12-31;-97023000.00;0.00000000;0.00;0.00000000;0.00;
08.764.621/0001-53;2021-01-01;5;114452;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;2020-01-01;2020-12-31;-466519000.00;0.00000000;0.00;0.00000000;0.00;
08.773.135/0001-00;2021-01-01;14;115502;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2018-01-01;2018-12-31;66853000.00;0.66000000;0.00;26.85892900;17956000.00;
08.773.135/0001-00;2021-01-01;14;115502;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2019-01-01;2019-12-31;11757000.00;0.10000000;0.00;0.00000000;0.00;
08.773.135/0001-00;2021-01-01;14;115502;2W ECOBANK S.A. - EM RECUPERAÇÃO JUDICIAL;2020-01-01;2020-12-31;55064000.00;1.43687600;0.00;0.48493900;5288000.00;2021-04-30
08.773.191/0001-36;2021-01-01;1;105324;BRASILIANA PARTICIPAÇÕES S/A;2018-01-01;2018-12-31;-84241393.72;0.00000000;-84241393.72;0.00000000;0.00;2018-04-30
08.773.191/0001-36;2021-01-01;1;105324;BRASILIANA PARTICIPAÇÕES S/A;2019-01-01;2019-12-31;-22393982.24;0.00000000;-22393982.24;0.00000000;0.00;2020-06-30
08.773.191/0001-36;2021-01-01;1;105324;BRASILIANA PARTICIPAÇÕES S/A;2020-01-01;2020-12-31;-81752893.20;0.00000000;-81752893.20;0.00000000;0.00;2021-04-30
08.795.211/0001-70;2021-01-01;1;105502;MAESTRO LOCADORA DE VEICULOS S.A.;2018-01-01;2018-12-31;-1160000.00;0.00000000;0.00;0.00000000;0.00;
08.795.211/0001-70;2021-01-01;1;105502;MAESTRO LOCADORA DE VEICULOS S.A.;2019-01-01;2019-12-31;917000.00;0.00000000;0.00;0.00000000;0.00;
