CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Posicao;Quantidade_Ate30Anos;Quantidade_30a50Anos;Quantidade_Acima50Anos
39.881.421/0001-04;2023-12-31;2;137198;COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G;Liderança;0;50;9
39.881.421/0001-04;2023-12-31;2;137198;COMPANHIA ESTADUAL DE GERAÇÃO DE ENERGIA ELÉTRICA - CEEE-G;Não-liderança;0;106;53
40.159.947/0001-64;2023-12-31;7;137862;HMOBI PARTICIPAÇÕES S.A.;Liderança;2;150;16
40.159.947/0001-64;2023-12-31;7;137862;HMOBI PARTICIPAÇÕES S.A.;Não-liderança;314;1431;243
40.263.170/0001-83;2023-12-31;4;135922;SOLVI ESSENCIS AMBIENTAL S.A.;Liderança;93;389;84
40.263.170/0001-83;2023-12-31;4;135922;SOLVI ESSENCIS AMBIENTAL S.A.;Não-liderança;2197;5684;2351
40.337.136/0001-06;2023-12-31;11;137840;TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.;Liderança;0;10;0
40.337.136/0001-06;2023-12-31;11;137840;TERRA SANTA PROPRIEDADES AGRÍCOLAS S.A.;Não-liderança;2;7;2
40.593.395/0001-06;2023-12-31;3;128889;IFIN PARTICIPAÇÕES S.A.;Liderança;0;3;0
40.593.395/0001-06;2023-12-31;3;128889;IFIN PARTICIPAÇÕES S.A.;Não-liderança;0;0;1
41.052.420/0001-07;2023-12-31;7;132838;SOLAR BEBIDAS S.A.;Liderança;146;1076;111
41.052.420/0001-07;2023-12-31;7;132838;SOLAR BEBIDAS S.A.;Não-liderança;5595;9748;1109
41.096.674/0001-19;2023-12-31;6;136716;CANTU STORE S.A.;Liderança;12;94;9
41.096.674/0001-19;2023-12-31;6;136716;CANTU STORE S.A.;Não-liderança;431;533;75
41.886.692/0001-02;2023-12-31;4;137399;CONCESSIONARIA ROTA DE SANTA MARIA S.A;Liderança;0;10;0
41.886.692/0001-02;2023-12-31;4;137399;CONCESSIONARIA ROTA DE SANTA MARIA S.A;Não-liderança;230;55;10
42.150.391/0001-70;2023-12-31;11;137858;BRASKEM S.A.;Liderança;8;760;213
42.150.391/0001-70;2023-12-31;11;137858;BRASKEM S.A.;Não-liderança;1138;5023;1526
42.233.757/0001-75;2023-12-31;1;128045;ALVAREZ & MARSAL INVESTIMENTOS I S.A.;Liderança;1;1;0
42.233.757/0001-75;2023-12-31;1;128045;ALVAREZ & MARSAL INVESTIMENTOS I S.A.;Não-liderança;0;0;1
42.278.291/0001-24;2023-12-31;10;137740;LOG-IN LOGISTICA INTERMODAL S.A.;Liderança;6;127;32
42.278.291/0001-24;2023-12-31;10;137740;LOG-IN LOGISTICA INTERMODAL S.A.;Não-liderança;161;606;99
42.278.473/0001-03;2023-12-31;9;137096;WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.;Liderança;27;249;36
42.278.473/0001-03;2023-12-31;9;137096;WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.;Não-liderança;680;901;39
42.331.462/0001-31;2023-12-31;5;133674;EMBPAR PARTICIPAÇÕES S/A;Liderança;0;63;1
42.331.462/0001-31;2023-12-31;5;133674;EMBPAR PARTICIPAÇÕES S/A;Não-liderança;125;417;30
42.500.384/0001-51;2023-12-31;6;134406;SERENA ENERGIA S.A.;Liderança;9;85;2
42.500.384/0001-51;2023-12-31;6;134406;SERENA ENERGIA S.A.;Não-liderança;142;97;3
42.737.954/0001-21;2023-12-31;9;134281;INTER & CO, INC.;Liderança;92;504;32
42.737.954/0001-21;2023-12-31;9;134281;INTER & CO, INC.;Não-liderança;1960;1418;65
42.771.949/0001-35;2023-12-31;19;137491;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;Liderança;33;373;61
42.771.949/0001-35;2023-12-31;19;137491;ALLIANÇA SAÚDE E PARTICIPAÇÕES S.A.;Não-liderança;1582;2998;462
43.283.811/0001-50;2023-12-31;1;127902;KALUNGA S.A;Liderança;73;444;71
43.283.811/0001-50;2023-12-31;1;127902;KALUNGA S.A;Não-liderança;2889;1240;156
43.470.988/0001-65;2023-12-31;11;137609;EVEN CONSTRUTORA E INCORPORADORA S.A.;Liderança;8;86;1
43.470.988/0001-65;2023-12-31;11;137609;EVEN CONSTRUTORA E INCORPORADORA S.A.;Não-liderança;327;221;40
43.513.237/0001-89;2023-12-31;1;131652;AUTOMOB S.A.;Liderança;23;254;62
43.513.237/0001-89;2023-12-31;1;131652;AUTOMOB S.A.;Não-liderança;803;1385;265
43.776.517/0001-80;2023-12-31;11;136741;CIA SANEAMENTO BASICO EST SAO PAULO;Liderança;57;1197;650
43.776.517/0001-80;2023-12-31;11;136741;CIA SANEAMENTO BASICO EST SAO PAULO;Não-liderança;208;4035;6152
43.948.405/0001-69;2023-12-31;2;136669;LUPO S.A.;Liderança;13;290;76
43.948.405/0001-69;2023-12-31;2;136669;LUPO S.A.;Não-liderança;3295;4436;844
45.242.914/0001-05;2023-12-31;4;131429;C&A MODAS S.A.;Liderança;194;916;35
45.242.914/0001-05;2023-12-31;4;131429;C&A MODAS S.A.;Não-liderança;10219;4307;334
45.365.558/0001-09;2023-12-31;9;137671;VITTIA S.A.;Liderança;34;149;13
45.365.558/0001-09;2023-12-31;9;137671;VITTIA S.A.;Não-liderança;481;458;60
45.453.214/0001-51;2023-12-31;9;137936;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;Liderança;32;304;40
45.453.214/0001-51;2023-12-31;9;137936;PROFARMA DISTRIB PROD FARMACEUTICOS S.A.;Não-liderança;1661;1687;230
45.987.245/0001-92;2023-12-31;9;136700;BIOMA EDUCAÇÃO S.A.;Liderança;16;141;92
45.987.245/0001-92;2023-12-31;9;136700;BIOMA EDUCAÇÃO S.A.;Não-liderança;764;1461;416
46.119.855/0001-37;2023-12-31;5;133162;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;Liderança;0;45;92
46.119.855/0001-37;2023-12-31;5;133162;SOCIEDADE ABASTECIMENTO DE ÁGUA E SANEAMENTO S.A - SANASA;Não-liderança;78;1157;765
47.508.411/0001-56;2023-12-31;9;134287;CIA BRASILEIRA DE DISTRIBUICAO;Liderança;81;885;133
47.508.411/0001-56;2023-12-31;9;134287;CIA BRASILEIRA DE DISTRIBUICAO;Não-liderança;14695;18398;4651
47.960.950/0001-21;2023-12-31;6;136524;MAGAZINE LUIZA S.A.;Liderança;1592;3735;250
47.960.950/0001-21;2023-12-31;6;136524;MAGAZINE LUIZA S.A.;Não-liderança;13806;13555;1576
49.263.189/0001-02;2023-12-31;5;137787;HELBOR EMPREENDIMENTOS S.A.;Liderança;2;52;11
49.263.189/0001-02;2023-12-31;5;137787;HELBOR EMPREENDIMENTOS S.A.;Não-liderança;101;104;10
49.669.856/0001-43;2023-12-31;11;137826;VESTE S.A. ESTILO;Liderança;85;429;40
49.669.856/0001-43;2023-12-31;11;137826;VESTE S.A. ESTILO;Não-liderança;1577;1492;175
50.564.053/0001-03;2023-12-31;5;137135;BOMBRIL S.A. - EM RECUPERAÇÃO JUDICIAL;Liderança;0;46;17
50.564.053/0001-03;2023-12-31;5;137135;BOMBRIL S.A. - EM RECUPERAÇÃO JUDICIAL;Não-liderança;466;1330;473
50.746.577/0001-15;2023-12-31;13;136131;COSAN S.A.;Liderança;2;35;5
50.746.577/0001-15;2023-12-31;13;136131;COSAN S.A.;Não-liderança;43;35;10
50.926.955/0001-42;2023-12-31;9;136697;VULCABRAS S.A.;Liderança;176;680;95
50.926.955/0001-42;2023-12-31;9;136697;VULCABRAS S.A.;Não-liderança;8125;7722;1229
51.128.999/0001-90;2023-12-31;6;136010;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;Liderança;0;19;0
51.128.999/0001-90;2023-12-31;6;136010;NUTRIPLANT INDUSTRIA E COMERCIO S.A.;Não-liderança;0;126;36
51.928.174/0001-50;2023-12-31;7;137125;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;Liderança;8;153;51
51.928.174/0001-50;2023-12-31;7;137125;PLASCAR PARTICIPACOES INDUSTRIAIS S.A.;Não-liderança;301;1332;341
52.123.916/0001-32;2023-12-31;3;131674;DORI ALIMENTOS S.A.;Liderança;6;98;38
52.123.916/0001-32;2023-12-31;3;131674;DORI ALIMENTOS S.A.;Não-liderança;1027;1555;323
52.548.435/0001-79;2023-12-31;9;136718;JSL S.A.;Liderança;188;842;106
52.548.435/0001-79;2023-12-31;9;136718;JSL S.A.;Não-liderança;8471;14683;3175
53.113.791/0001-22;2023-12-31;9;136153;TOTVS S.A.;Liderança;81;1337;111
53.113.791/0001-22;2023-12-31;9;136153;TOTVS S.A.;Não-liderança;2836;5584;482
56.643.018/0001-66;2023-12-31;7;137433;EUCATEX S.A. INDUSTRIA E COMERCIO;Liderança;26;174;65
56.643.018/0001-66;2023-12-31;7;137433;EUCATEX S.A. INDUSTRIA E COMERCIO;Não-liderança;783;1457;444
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;Liderança;3;79;38
56.720.428/0001-63;2023-12-31;7;135647;ROMI S.A.;Não-liderança;619;952;308
56.992.423/0001-90;2023-12-31;2;136160;BICICLETAS MONARK S.A.;Liderança;0;1;5
56.992.423/0001-90;2023-12-31;2;136160;BICICLETAS MONARK S.A.;Não-liderança;11;4;9
58.119.199/0001-51;2023-12-31;7;137798;ODONTOPREV S.A.;Liderança;8;132;44
58.119.199/0001-51;2023-12-31;7;137798;ODONTOPREV S.A.;Não-liderança;485;911;146
58.430.828/0001-60;2023-12-31;4;136915;BLAU FARMACÊUTICA S.A.;Liderança;4;120;24
58.430.828/0001-60;2023-12-31;4;136915;BLAU FARMACÊUTICA S.A.;Não-liderança;358;1017;98
59.105.999/0001-86;2023-12-31;9;137424;WHIRLPOOL S.A.;Liderança;0;152;13
59.105.999/0001-86;2023-12-31;9;137424;WHIRLPOOL S.A.;Não-liderança;4141;6238;1386
59.285.411/0001-13;2023-12-31;17;137010;BCO PAN S.A.;Liderança;54;430;28
59.285.411/0001-13;2023-12-31;17;137010;BCO PAN S.A.;Não-liderança;807;1453;84
59.418.806/0001-47;2023-12-31;7;136807;TRACK & FIELD CO S.A.;Liderança;13;83;8
59.418.806/0001-47;2023-12-31;7;136807;TRACK & FIELD CO S.A.;Não-liderança;902;406;55
59.717.553/0001-02;2023-12-31;8;135997;GRUPO MULTI S.A.;Liderança;49;263;24
59.717.553/0001-02;2023-12-31;8;135997;GRUPO MULTI S.A.;Não-liderança;2840;2404;193
59.789.545/0001-71;2023-12-31;2;130853;POLPAR S.A.;Liderança;1;0;0
59.789.545/0001-71;2023-12-31;2;130853;POLPAR S.A.;Não-liderança;1;0;0
59.981.829/0001-65;2023-12-31;5;138010;RODOBENS SA;Liderança;27;318;53
59.981.829/0001-65;2023-12-31;5;138010;RODOBENS SA;Não-liderança;1156;1435;226
60.444.437/0001-46;2023-12-31;7;136668;LIGHT SERVICOS DE ELETRICIDADE S.A.;Liderança;3;119;19
60.444.437/0001-46;2023-12-31;7;136668;LIGHT SERVICOS DE ELETRICIDADE S.A.;Não-liderança;633;2968;504
60.476.884/0001-87;2023-12-31;15;137603;MAHLE METAL LEVE S.A.;Liderança;6;260;68
60.476.884/0001-87;2023-12-31;15;137603;MAHLE METAL LEVE S.A.;Não-liderança;1667;4252;616
60.500.139/0001-26;2023-12-31;11;131217;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;Liderança;12;57;14
60.500.139/0001-26;2023-12-31;11;131217;SARAIVA LIVREIROS S.A. - EM RECUPERAÇÃO JUDICIAL;Não-liderança;208;134;18
60.537.263/0001-66;2023-12-31;7;137619;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;Liderança;7;197;32
60.537.263/0001-66;2023-12-31;7;137619;ALLPARK EMPREENDIMENTOS, PARTICIPAÇÕES E SERVIÇOS S.A.;Não-liderança;1508;2806;866
60.543.816/0001-93;2023-12-31;13;135854;IGUATEMI S.A.;Liderança;11;141;21
60.543.816/0001-93;2023-12-31;13;135854;IGUATEMI S.A.;Não-liderança;182;241;17
60.651.809/0001-05;2023-12-31;5;137466;SUZANO HOLDING S.A.;Liderança;0;7;1
60.651.809/0001-05;2023-12-31;5;137466;SUZANO HOLDING S.A.;Não-liderança;3;11;5
60.730.348/0001-66;2023-12-31;2;131732;CIA MELHORAMENTOS DE SAO PAULO;Liderança;2;46;15
60.730.348/0001-66;2023-12-31;2;131732;CIA MELHORAMENTOS DE SAO PAULO;Não-liderança;98;190;45
60.746.948/0001-12;2023-12-31;27;137689;BCO BRADESCO S.A.;Liderança;494;9564;1651
60.746.948/0001-12;2023-12-31;27;137689;BCO BRADESCO S.A.;Não-liderança;25985;43405;6712
60.770.336/0001-65;2023-12-31;20;135011;BCO ALFA DE INVESTIMENTO S.A.;Liderança;7;68;32
60.770.336/0001-65;2023-12-31;20;135011;BCO ALFA DE INVESTIMENTO S.A.;Não-liderança;123;146;22
60.840.055/0001-31;2023-12-31;12;136614;FLEURY S.A.;Liderança;117;756;93
60.840.055/0001-31;2023-12-31;12;136614;FLEURY S.A.;Não-liderança;5107;6657;872
60.851.615/0001-53;2023-12-31;5;137770;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;Liderança;0;5;5
60.851.615/0001-53;2023-12-31;5;137770;BARDELLA S.A. INDUSTRIAS MECANICAS EM RECUPERAÇÃO JUDICIAL;Não-liderança;1;41;50
60.872.504/0001-23;2023-12-31;11;136081;ITAU UNIBANCO HOLDING S.A.;Liderança;731;10404;1380
60.872.504/0001-23;2023-12-31;11;136081;ITAU UNIBANCO HOLDING S.A.;Não-liderança;33132;42921;4223
60.884.319/0001-59;2023-12-31;1;127809;NORDON INDUSTRIAS METALURGICAS S.A.;Liderança;0;0;1
60.884.319/0001-59;2023-12-31;1;127809;NORDON INDUSTRIAS METALURGICAS S.A.;Não-liderança;0;1;0
60.894.730/0001-05;2023-12-31;19;137617;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Liderança;1;217;87
60.894.730/0001-05;2023-12-31;19;137617;USINAS SID DE MINAS GERAIS S.A.-USIMINAS;Não-liderança;3950;9882;1741
61.022.042/0001-18;2023-12-31;5;137673;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Liderança;3;29;4
61.022.042/0001-18;2023-12-31;5;137673;CONSTRUTORA ADOLPHO LINDENBERG S.A.;Não-liderança;36;28;26
61.065.298/0001-02;2023-12-31;3;134156;MANGELS INDUSTRIAL S.A.;Liderança;1;45;16
61.065.298/0001-02;2023-12-31;3;134156;MANGELS INDUSTRIAL S.A.;Não-liderança;693;859;231
61.065.751/0001-80;2023-12-31;4;137803;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Liderança;0;16;2
61.065.751/0001-80;2023-12-31;4;137803;ROSSI RESIDENCIAL S.A. - EM RECUPERAÇÃO JUDICIAL;Não-liderança;15;38;25
61.079.117/0001-05;2023-12-31;15;137696;ALPARGATAS S.A.;Liderança;0;97;31
61.079.117/0001-05;2023-12-31;15;137696;ALPARGATAS S.A.;Não-liderança;7032;8324;651
61.080.313/0001-91;2023-12-31;1;124818;COBRASMA S.A.;Liderança;0;0;0
61.080.313/0001-91;2023-12-31;1;124818;COBRASMA S.A.;Não-liderança;0;0;0
61.082.004/0001-50;2023-12-31;5;136114;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Liderança;1;18;7
61.082.004/0001-50;2023-12-31;5;136114;MANUFATURA DE BRINQUEDOS ESTRELA S.A.;Não-liderança;162;225;135
61.088.894/0001-08;2023-12-31;5;135748;CAMBUCI S.A.;Liderança;14;102;33
61.088.894/0001-08;2023-12-31;5;135748;CAMBUCI S.A.;Não-liderança;1718;1140;104
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;Liderança;12;742;237
61.156.113/0001-75;2023-12-31;10;137505;IOCHPE MAXION S.A.;Não-liderança;4564;10173;1733
61.156.931/0001-78;2023-12-31;2;129749;ALIPERTI S.A.;Liderança;0;0;1
61.156.931/0001-78;2023-12-31;2;129749;ALIPERTI S.A.;Não-liderança;0;8;2
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;Liderança;8;222;31
61.186.680/0001-74;2023-12-31;15;136646;BANCO BMG S/A;Não-liderança;241;737;52
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;Liderança;248;898;34
61.189.288/0001-89;2023-12-31;21;138004;MARISA LOJAS S.A.;Não-liderança;3037;2931;270
61.190.096/0001-92;2023-12-31;13;135902;EUROFARMA LABORATÓRIOS S.A.;Liderança;9;587;103
61.190.096/0001-92;2023-12-31;13;135902;EUROFARMA LABORATÓRIOS S.A.;Não-liderança;1011;4354;498
61.351.532/0001-68;2023-12-31;13;137928;AZEVEDO E TRAVASSOS S.A.;Liderança;0;8;2
61.351.532/0001-68;2023-12-31;13;137928;AZEVEDO E TRAVASSOS S.A.;Não-liderança;19;39;23
61.374.161/0001-30;2023-12-31;3;131057;BAUMER S.A.;Liderança;0;14;15
61.374.161/0001-30;2023-12-31;3;131057;BAUMER S.A.;Não-liderança;105;197;46
61.409.892/0001-73;2023-12-31;4;136682;COMPANHIA BRASILEIRA DE ALUMÍNIO;Liderança;1;91;17
61.409.892/0001-73;2023-12-31;4;136682;COMPANHIA BRASILEIRA DE ALUMÍNIO;Não-liderança;1225;3879;402
61.486.650/0001-83;2023-12-31;19;136991;DIAGNOSTICOS DA AMERICA S.A.;Liderança;300;250;2490
61.486.650/0001-83;2023-12-31;19;136991;DIAGNOSTICOS DA AMERICA S.A.;Não-liderança;15978;3855;27460
61.532.644/0001-15;2023-12-31;6;137667;ITAÚSA S.A.;Liderança;0;6;6
61.532.644/0001-15;2023-12-31;6;137667;ITAÚSA S.A.;Não-liderança;15;42;11
61.584.140/0001-49;2023-12-31;3;137086;REDE ENERGIA PARTICIPAÇÕES S.A.;Liderança;0;0;1
61.584.140/0001-49;2023-12-31;3;137086;REDE ENERGIA PARTICIPAÇÕES S.A.;Não-liderança;0;0;1
61.585.865/0001-51;2023-12-31;10;137915;RAIA DROGASIL S.A.;Liderança;885;2653;92
61.585.865/0001-51;2023-12-31;10;137915;RAIA DROGASIL S.A.;Não-liderança;34202;13805;1402
61.856.571/0001-17;2023-12-31;8;137500;CIA GAS DE SAO PAULO - COMGAS;Liderança;3;108;6
61.856.571/0001-17;2023-12-31;8;137500;CIA GAS DE SAO PAULO - COMGAS;Não-liderança;169;717;91
62.002.886/0001-60;2023-12-31;10;137895;SAO PAULO TURISMO S.A.;Liderança;1;20;9
62.002.886/0001-60;2023-12-31;10;137895;SAO PAULO TURISMO S.A.;Não-liderança;5;86;37
62.144.175/0001-20;2023-12-31;33;136647;BCO PINE S.A;Liderança;0;8;8
62.144.175/0001-20;2023-12-31;33;136647;BCO PINE S.A;Não-liderança;120;147;28
62.232.889/0001-90;2023-12-31;3;133524;BCO DAYCOVAL S.A.;Liderança;26;470;164
62.232.889/0001-90;2023-12-31;3;133524;BCO DAYCOVAL S.A.;Não-liderança;791;1726;255
62.258.884/0001-36;2023-12-31;5;137829;INTERCEMENT BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;Liderança;8;245;36
62.258.884/0001-36;2023-12-31;5;137829;INTERCEMENT BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;Não-liderança;326;1190;204
62.984.091/0001-02;2023-12-31;11;137707;CRUZEIRO DO SUL EDUCACIONAL S.A.;Liderança;22;265;56
62.984.091/0001-02;2023-12-31;11;137707;CRUZEIRO DO SUL EDUCACIONAL S.A.;Não-liderança;1648;3857;1378
67.010.660/0001-24;2023-12-31;6;137136;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;Liderança;10;83;7
67.010.660/0001-24;2023-12-31;6;137136;RNI NEGÓCIOS IMOBILIÁRIOS S.A.;Não-liderança;164;250;28
67.571.414/0001-41;2023-12-31;18;136928;VIVER INCORPORADORA E CONSTRUTORA S.A.;Liderança;0;16;0
67.571.414/0001-41;2023-12-31;18;136928;VIVER INCORPORADORA E CONSTRUTORA S.A.;Não-liderança;31;51;5
67.620.377/0001-14;2023-12-31;9;136838;MINERVA S.A.;Liderança;97;897;207
67.620.377/0001-14;2023-12-31;9;136838;MINERVA S.A.;Não-liderança;9580;10327;2089
71.208.516/0001-74;2023-12-31;5;135508;ALGAR TELECOM S/A;Liderança;5;269;76
71.208.516/0001-74;2023-12-31;5;135508;ALGAR TELECOM S/A;Não-liderança;764;2766;443
71.476.527/0001-35;2023-12-31;16;136098;CONSTRUTORA TENDA S.A.;Liderança;16;265;18
71.476.527/0001-35;2023-12-31;16;136098;CONSTRUTORA TENDA S.A.;Não-liderança;1470;2330;145
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;Liderança;55;274;21
73.178.600/0001-18;2023-12-31;6;137801;CYRELA BRAZIL REALTY S.A.EMPREEND E PART;Não-liderança;2016;2474;558
75.315.333/0001-09;2023-12-31;15;135906;ATACADÃO S.A.;Liderança;485;4399;584
75.315.333/0001-09;2023-12-31;15;135906;ATACADÃO S.A.;Não-liderança;64689;66805;13391
75.609.123/0001-23;2023-12-31;14;134259;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;Liderança;4;113;15
75.609.123/0001-23;2023-12-31;14;134259;UNIDAS LOCAÇÕES E SERVIÇOS S.A.;Não-liderança;341;957;246
76.483.817/0001-20;2023-12-31;20;136123;CIA PARANAENSE DE ENERGIA - COPEL;Liderança;1;312;74
76.483.817/0001-20;2023-12-31;20;136123;CIA PARANAENSE DE ENERGIA - COPEL;Não-liderança;42;4045;1401
76.484.013/0001-45;2023-12-31;13;137663;CIA SANEAMENTO DO PARANA - SANEPAR;Liderança;0;106;36
76.484.013/0001-45;2023-12-31;13;137663;CIA SANEAMENTO DO PARANA - SANEPAR;Não-liderança;26;1100;533
76.535.764/0001-43;2023-12-31;16;137764;OI S.A. - EM RECUPERAÇÃO JUDICIAL;Liderança;254;1096;187
76.535.764/0001-43;2023-12-31;16;137764;OI S.A. - EM RECUPERAÇÃO JUDICIAL;Não-liderança;7503;12141;2391
79.430.682/0001-22;2023-12-31;6;135921;FARMÁCIA E DROGARIA NISSEI S.A.;Liderança;94;286;18
79.430.682/0001-22;2023-12-31;6;135921;FARMÁCIA E DROGARIA NISSEI S.A.;Não-liderança;3393;2118;476
80.680.093/0001-81;2023-12-31;2;133245;SENIOR SISTEMAS S.A.;Liderança;20;185;17
80.680.093/0001-81;2023-12-31;2;133245;SENIOR SISTEMAS S.A.;Não-liderança;934;1360;92
81.243.735/0001-48;2023-12-31;14;137753;POSITIVO TECNOLOGIA S.A.;Liderança;4;251;75
81.243.735/0001-48;2023-12-31;14;137753;POSITIVO TECNOLOGIA S.A.;Não-liderança;871;1649;187
81.616.807/0001-55;2023-12-31;5;133328;GRANJA FARIA S.A.;Liderança;19;82;9
81.616.807/0001-55;2023-12-31;5;133328;GRANJA FARIA S.A.;Não-liderança;427;742;211
82.120.676/0001-83;2023-12-31;1;127897;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;Liderança;3;41;1
82.120.676/0001-83;2023-12-31;1;127897;ALMEIDA JUNIOR SHOPPING CENTERS S.A.;Não-liderança;255;420;140
82.508.433/0001-17;2023-12-31;6;135666;CIA CATARINENSE DE AGUAS E SANEAM.-CASAN;Liderança;9;237;57
82.508.433/0001-17;2023-12-31;6;135666;CIA CATARINENSE DE AGUAS E SANEAM.-CASAN;Não-liderança;132;1543;718
82.640.558/0001-04;2023-12-31;5;135562;KARSTEN S.A.;Liderança;4;70;10
82.640.558/0001-04;2023-12-31;5;135562;KARSTEN S.A.;Não-liderança;912;1137;442
82.643.537/0001-34;2023-12-31;8;137145;ELECTRO ACO ALTONA S.A.;Liderança;7;80;5
82.643.537/0001-34;2023-12-31;8;137145;ELECTRO ACO ALTONA S.A.;Não-liderança;425;708;106
82.901.000/0001-27;2023-12-31;3;135975;INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA;Liderança;13;268;41
82.901.000/0001-27;2023-12-31;3;135975;INTELBRAS S.A. IND. DE TELECOMUNICAÇÃO ELETRÔNICA BRASILEIRA;Não-liderança;1809;2295;290
82.982.075/0001-80;2023-12-31;2;130627;TEXTIL RENAUXVIEW S.A.;Liderança;1;38;4
82.982.075/0001-80;2023-12-31;2;130627;TEXTIL RENAUXVIEW S.A.;Não-liderança;191;320;88
83.475.913/0001-91;2023-12-31;5;138046;PBG S/A;Liderança;21;212;45
83.475.913/0001-91;2023-12-31;5;138046;PBG S/A;Não-liderança;1330;2060;299
83.878.892/0001-55;2023-12-31;12;137642;CENTRAIS ELET DE SANTA CATARINA S.A.;Liderança;48;337;73
83.878.892/0001-55;2023-12-31;12;137642;CENTRAIS ELET DE SANTA CATARINA S.A.;Não-liderança;624;2183;660
84.429.695/0001-11;2023-12-31;6;136075;WEG S.A.;Liderança;52;1370;447
84.429.695/0001-11;2023-12-31;6;136075;WEG S.A.;Não-liderança;13294;20273;3701
84.683.374/0001-49;2023-12-31;16;137700;TUPY S.A.;Liderança;22;501;142
84.683.374/0001-49;2023-12-31;16;137700;TUPY S.A.;Não-liderança;5471;11796;1641
84.683.408/0001-03;2023-12-31;3;135674;DOHLER S.A.;Liderança;43;223;68
84.683.408/0001-03;2023-12-31;3;135674;DOHLER S.A.;Não-liderança;1289;1192;298
84.683.671/0001-94;2023-12-31;4;133542;WETZEL S.A.;Liderança;0;24;12
84.683.671/0001-94;2023-12-31;4;133542;WETZEL S.A.;Não-liderança;286;570;180
84.693.183/0001-68;2023-12-31;4;135472;SCHULZ S.A.;Liderança;0;85;33
84.693.183/0001-68;2023-12-31;4;135472;SCHULZ S.A.;Não-liderança;1159;1887;304
85.041.333/0001-11;2023-12-31;3;128576;PORTO PONTA DO FELIX S/A;Liderança;1;5;4
85.041.333/0001-11;2023-12-31;3;128576;PORTO PONTA DO FELIX S/A;Não-liderança;66;144;44
85.778.074/0001-06;2023-12-31;7;136049;METALURGICA RIOSULENSE S.A.;Liderança;6;38;7
85.778.074/0001-06;2023-12-31;7;136049;METALURGICA RIOSULENSE S.A.;Não-liderança;280;457;89
86.375.425/0001-09;2023-12-31;4;143697;METISA METALURGICA TIMBOENSE S.A.;Liderança;0;11;18
86.375.425/0001-09;2023-12-31;4;143697;METISA METALURGICA TIMBOENSE S.A.;Não-liderança;380;634;156
87.043.832/0001-73;2023-12-31;6;136999;SEIVA S.A. - FLORESTAS E INDÚSTRIAS;Liderança;0;3;0
87.043.832/0001-73;2023-12-31;6;136999;SEIVA S.A. - FLORESTAS E INDÚSTRIAS;Não-liderança;0;1;0
87.456.562/0001-22;2023-12-31;3;148329;JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP;Liderança;0;10;14
87.456.562/0001-22;2023-12-31;3;148329;JOSAPAR-JOAQUIM OLIVEIRA S.A. - PARTICIP;Não-liderança;409;735;250
87.762.563/0001-03;2023-12-31;7;137839;CIA HABITASUL DE PARTICIPACOES;Liderança;1;21;17
87.762.563/0001-03;2023-12-31;7;137839;CIA HABITASUL DE PARTICIPACOES;Não-liderança;42;99;21
87.870.952/0001-44;2023-12-31;4;135560;BORRACHAS VIPAL S.A.;Liderança;2;92;20
87.870.952/0001-44;2023-12-31;4;135560;BORRACHAS VIPAL S.A.;Não-liderança;951;1362;184
88.610.126/0001-29;2023-12-31;7;136794;FRASLE MOBILITY S.A.;Liderança;5;135;24
